Stunde;2019;2020;2021;2022
7459;0.04819;0.05038;0.08105;0.15649
7460;0.04672;0.04779;0.08248;0.14015
7461;0.04498;0.04081;0.08057;0.11007
7462;0.0378;0.03637;0.07665;0.08433
7463;0.03755;0.037;0.07633;0.07706
7464;0.03533;0.03349;0.07661;0.05436
7465;0.0328;0.03505;0.05539;0.07758
7466;0.03291;0.03165;0.05794;0.07951
7467;0.03207;0.03116;0.06295;0.07345
7468;0.03182;0.02991;0.06;0.07122
7469;0.03319;0.02905;0.06092;0.06299
7470;0.03522;0.0287;0.07497;0.07677
7471;0.04505;0.03033;0.1739;0.08541
7472;0.05178;0.03084;0.22115;0.12924
7473;0.05432;0.03462;0.21408;0.13549
7474;0.05562;0.03458;0.19995;0.0913
7475;0.05494;0.0321;0.19017;0.07138
7476;0.05395;0.03175;0.18859;0.07562
7477;0.05244;0.03278;0.20233;0.07286
7478;0.05252;0.0321;0.21458;0.09123
7479;0.05301;0.0337;0.21296;0.09346
7480;0.05219;0.04102;0.22009;0.12103
7481;0.0543;0.047;0.2296;0.1233
7482;0.06647;0.05211;0.29036;0.13527
7483;0.05998;0.04884;0.2999;0.1421
7484;0.05197;0.0466;0.27;0.11978
7485;0.04694;0.04285;0.2222;0.0986
7486;0.04383;0.03901;0.205;0.08498
7487;0.04428;0.03799;0.173;0.09977
7488;0.03934;0.03572;0.15789;0.07137
7489;0.04263;0.03587;0.15301;0.07442
7490;0.03978;0.03171;0.15285;0.07441
7491;0.03881;0.03121;0.15101;0.06497
7492;0.03694;0.0313;0.14536;0.06806
7493;0.0362;0.03185;0.1455;0.06838
7494;0.03613;0.03252;0.15287;0.0873
7495;0.03957;0.03246;0.19;0.11705
7496;0.04156;0.03395;0.22388;0.14863
7497;0.04202;0.03201;0.21558;0.16058
7498;0.04457;0.03366;0.19009;0.1472
7499;0.04415;0.03255;0.15187;0.12913
7500;0.04255;0.03359;0.13503;0.11783
7501;0.04142;0.03371;0.12008;0.11407
7502;0.04001;0.03331;0.12746;0.11949
7503;0.03996;0.03371;0.14701;0.14436
7504;0.04167;0.0398;0.17;0.14907
7505;0.04381;0.0437;0.2039;0.15906
7506;0.04995;0.04862;0.22367;0.19211
7507;0.051;0.04796;0.19;0.19996
7508;0.04845;0.046;0.18456;0.16884
7509;0.04275;0.04382;0.14162;0.1491
7510;0.04036;0.04031;0.14172;0.14069
7511;0.03966;0.0391;0.13814;0.12773
7512;0.03667;0.037;0.12006;0.11881
7513;0.03757;0.0325;0.09374;0.11454
7514;0.0353;0.03208;0.09495;0.11
7515;0.03513;0.03195;0.09486;0.0998
7516;0.03422;0.0311;0.09595;0.10214
7517;0.03386;0.031;0.1155;0.09977
7518;0.03501;0.03315;0.14005;0.11255
7519;0.0356;0.04437;0.175;0.15319
7520;0.03752;0.04888;0.20498;0.18206
7521;0.03752;0.04995;0.2001;0.19912
7522;0.03912;0.048;0.15606;0.16752
7523;0.0384;0.04664;0.14814;0.12434
7524;0.03884;0.04626;0.1502;0.12334
7525;0.0401;0.04602;0.15421;0.08952
7526;0.0378;0.04642;0.16883;0.10124
7527;0.03968;0.04759;0.21193;0.12698
7528;0.04135;0.04967;0.23662;0.15324
7529;0.04641;0.05099;0.25006;0.18465
7530;0.05217;0.07192;0.295;0.19744
7531;0.05309;0.06161;0.27505;0.19824
7532;0.05251;0.05596;0.23;0.18195
7533;0.05101;0.04804;0.21993;0.14507
7534;0.047;0.04454;0.19367;0.12535
7535;0.04425;0.04204;0.1699;0.12198
7536;0.03988;0.03645;0.1555;0.07999
7537;0.03566;0.03367;0.16803;0.07025
7538;0.03597;0.0336;0.16136;0.06797
7539;0.03603;0.03277;0.16;0.06797
7540;0.03475;0.032;0.1525;0.06819
7541;0.0348;0.0328;0.155;0.07577
7542;0.03658;0.03546;0.16009;0.08126
7543;0.04342;0.04546;0.18387;0.109
7544;0.04769;0.05023;0.214;0.13481
7545;0.051;0.05418;0.21994;0.14907
7546;0.04985;0.0528;0.21595;0.12552
7547;0.048;0.05297;0.1992;0.11132
7548;0.04742;0.05239;0.1688;0.10945
7549;0.046;0.05082;0.15958;0.10449
7550;0.04564;0.05;0.16704;0.11422
7551;0.04411;0.05121;0.18454;0.13474
7552;0.04462;0.05716;0.20137;0.1741
7553;0.04478;0.05747;0.21959;0.17961
7554;0.04828;0.07972;0.24002;0.20851
7555;0.04539;0.06833;0.25212;0.20679
7556;0.04036;0.05785;0.23209;0.17737
7557;0.03526;0.05;0.218;0.15621
7558;0.0328;0.04478;0.201;0.13313
7559;0.03205;0.04289;0.18001;0.12823
7560;0.02609;0.03703;0.15614;0.12104
7561;0.0309;0.04007;0.16772;0.13741
7562;0.03145;0.0379;0.16425;0.13421
7563;0.03067;0.03427;0.16216;0.13001
7564;0.0291;0.03404;0.153;0.1268
7565;0.0323;0.03373;0.15502;0.12944
7566;0.0353;0.03592;0.15599;0.12968
7567;0.04066;0.04548;0.18059;0.158
7568;0.04635;0.05095;0.21286;0.17229
7569;0.04399;0.05176;0.21477;0.17172
7570;0.043;0.05;0.20767;0.16693
7571;0.04241;0.05;0.19161;0.14185
7572;0.04203;0.05043;0.17994;0.13089
7573;0.0405;0.048;0.16469;0.13416
7574;0.04379;0.04824;0.15681;0.13803
7575;0.04639;0.049;0.15655;0.14894
7576;0.05118;0.05212;0.17999;0.20697
7577;0.05108;0.05085;0.18509;0.19453
7578;0.05921;0.06432;0.2112;0.2407
7579;0.05832;0.05182;0.19323;0.238
7580;0.05042;0.049;0.14519;0.19971
7581;0.04681;0.04491;0.15711;0.17744
7582;0.04095;0.03763;0.10911;0.16684
7583;0.03926;0.037;0.10954;0.16086
7584;0.03674;0.03397;0.09142;0.15869
7585;0.034;0.03267;0.099;0.1688
7586;0.03483;0.03299;0.09265;0.15221
7587;0.03501;0.03116;0.097;0.143
7588;0.03501;0.03;0.10702;0.127
7589;0.03513;0.02918;0.1116;0.13407
7590;0.03606;0.03345;0.09936;0.13529
7591;0.04071;0.03982;0.12364;0.13529
7592;0.0477;0.04595;0.15531;0.15075
7593;0.05208;0.04721;0.1512;0.15596
7594;0.05156;0.04594;0.16175;0.13157
7595;0.05012;0.04428;0.17389;0.12031
7596;0.05059;0.04253;0.17747;0.133
7597;0.04897;0.04113;0.1775;0.13013
7598;0.05512;0.041;0.17652;0.125
7599;0.05598;0.04404;0.17652;0.1374
7600;0.05842;0.04516;0.17652;0.14187
7601;0.06351;0.04634;0.1806;0.15038
7602;0.0672;0.04997;0.21;0.18761
7603;0.05609;0.05272;0.22;0.19786
7604;0.05294;0.05098;0.21389;0.16512
7605;0.04622;0.04408;0.184;0.15004
7606;0.04291;0.0374;0.16849;0.14104
7607;0.04147;0.03966;0.16882;0.14139
7608;0.03828;0.0354;0.16279;0.12211
7609;0.0376;0.03344;0.18473;0.10001
7610;0.03785;0.0314;0.17003;0.10143
7611;0.03651;0.03008;0.16724;0.09388
7612;0.03537;0.02938;0.15551;0.10713
7613;0.03577;0.0295;0.14422;0.10875
7614;0.03818;0.03001;0.14135;0.12188
7615;0.04531;0.03797;0.1172;0.16738
7616;0.0537;0.04648;0.15992;0.2051
7617;0.05232;0.04805;0.15904;0.2089
7618;0.0491;0.04649;0.17007;0.16645
7619;0.04724;0.0451;0.1772;0.1424
7620;0.04795;0.0447;0.17893;0.1299
7621;0.04864;0.04399;0.18458;0.14333
7622;0.05062;0.04236;0.17002;0.16569
7623;0.0537;0.04477;0.15612;0.20732
7624;0.05412;0.04544;0.16;0.21228
7625;0.05615;0.04598;0.16668;0.21244
7626;0.0585;0.04926;0.19794;0.25418
7627;0.0498;0.05005;0.20447;0.21788
7628;0.0451;0.04775;0.20621;0.18744
7629;0.04171;0.04293;0.19061;0.16049
7630;0.03849;0.03547;0.16868;0.13971
7631;0.03865;0.03998;0.17318;0.15758
7632;0.03538;0.03694;0.15916;0.14757
7633;0.02965;0.03702;0.16585;0.1362
7634;0.02838;0.03554;0.1589;0.12931
7635;0.02832;0.03225;0.15581;0.12885
7636;0.02516;0.03205;0.15135;0.11015
7637;0.02541;0.0321;0.14964;0.11117
7638;0.03012;0.0321;0.16392;0.12992
7639;0.0341;0.03242;0.19112;0.16362
7640;0.03973;0.03769;0.24535;0.21153
7641;0.04086;0.042;0.26218;0.22274
7642;0.0354;0.04197;0.265;0.21
7643;0.03576;0.04129;0.26333;0.19992
7644;0.03485;0.04196;0.2689;0.19881
7645;0.03613;0.04204;0.26006;0.18984
7646;0.03968;0.03808;0.2581;0.20565
7647;0.042;0.03631;0.26817;0.22218
7648;0.04541;0.03946;0.26599;0.22408
7649;0.049;0.04162;0.27494;0.21735
7650;0.05112;0.04457;0.30001;0.22
7651;0.04591;0.04456;0.3;0.21424
7652;0.04721;0.03963;0.27257;0.22069
7653;0.04292;0.03321;0.23876;0.17498
7654;0.04398;0.02818;0.21779;0.15352
7655;0.04004;0.028;0.19471;0.13791
7656;0.03846;0.02155;0.17854;0.12227
7657;0.03698;0.00404;0.18246;0.07917
7658;0.03707;0.00253;0.16737;0.07918
7659;0.03653;0.00176;0.16257;0.07915
7660;0.03719;0.00013;0.16001;0.07049
7661;0.03732;0.00079;0.15783;0.07049
7662;0.03749;0.0005;0.17814;0.07918
7663;0.03842;0.00097;0.22035;0.12001
7664;0.03901;0.00428;0.27834;0.15133
7665;0.04247;0.0108;0.28006;0.16815
7666;0.04313;0.01472;0.28003;0.17609
7667;0.04151;0.01175;0.274;0.17442
7668;0.0419;0.01399;0.27805;0.16378
7669;0.03897;0.01346;0.28;0.18048
7670;0.03515;0.00661;0.28053;0.18401
7671;0.03498;0.00588;0.27909;0.20107
7672;0.03737;0.01698;0.2803;0.22058
7673;0.04125;0.01832;0.28003;0.2361
7674;0.04247;0.0192;0.301;0.24141
7675;0.0422;0.02149;0.29698;0.20294
7676;0.03932;0.00496;0.2791;0.16372
7677;0.03537;-0.00057;0.25;0.14608
7678;0.03423;0.00006;0.20874;0.1141
7679;0.0343;0.00177;0.1798;0.08332
7680;0.02973;0.00087;0.16438;0.06491
7681;0.02906;-0.00055;0.19401;0.04795
7682;0.03096;0.00004;0.17954;0.02392
7683;0.03159;-0.00195;0.17079;0.01645
7684;0.03223;-0.00529;0.16009;0.01039
7685;0.03286;-0.00152;0.16322;0.00588
7686;0.03375;0.00059;0.15657;0.01106
7687;0.03249;0.02511;0.181;0.06655
7688;0.03388;0.04143;0.22625;0.08484
7689;0.03685;0.04283;0.23205;0.09608
7690;0.03881;0.04104;0.2388;0.0899
7691;0.03972;0.03505;0.23304;0.08365
7692;0.04076;0.03085;0.22399;0.08678
7693;0.04015;0.02938;0.21711;0.11244
7694;0.03925;0.03503;0.205;0.11983
7695;0.03906;0.04128;0.18327;0.14317
7696;0.03983;0.04289;0.2006;0.1534
7697;0.04115;0.04487;0.17794;0.15265
7698;0.04544;0.04661;0.20212;0.19493
7699;0.04367;0.05099;0.18909;0.1818
7700;0.04192;0.04763;0.17021;0.15363
7701;0.03718;0.03817;0.13301;0.13668
7702;0.03567;0.03559;0.09998;0.14684
7703;0.03506;0.03276;0.11048;0.1498
7704;0.0323;0.03094;0.08622;0.12891
7705;0.02476;0.03205;0.1001;0.11302
7706;0.02783;0.03203;0.08707;0.11967
7707;0.02631;0.02888;0.08706;0.12683
7708;0.02816;0.02527;0.09556;0.11582
7709;0.02968;0.02542;0.11001;0.12005
7710;0.03422;0.0303;0.11169;0.12997
7711;0.04134;0.03709;0.15714;0.15005
7712;0.05023;0.0422;0.21661;0.22779
7713;0.04986;0.04543;0.2431;0.22723
7714;0.04979;0.0447;0.21002;0.22856
7715;0.04838;0.04129;0.19467;0.22856
7716;0.04979;0.04163;0.17299;0.22643
7717;0.04881;0.04085;0.1595;0.19737
7718;0.05158;0.04002;0.155;0.19491
7719;0.0498;0.04234;0.14865;0.20691
7720;0.05287;0.04328;0.1573;0.21498
7721;0.055;0.0438;0.15825;0.20298
7722;0.05494;0.04725;0.15827;0.2118
7723;0.04367;0.05;0.15;0.17276
7724;0.04162;0.04751;0.13398;0.15817
7725;0.0359;0.04383;0.09689;0.13561
7726;0.03528;0.0366;0.08365;0.11835
7727;0.03389;0.0372;0.09159;0.15333
7728;0.02897;0.03436;0.07859;0.12365
7729;0.02775;0.03277;0.07181;0.14447
7730;0.02735;0.03168;0.06455;0.14648
7731;0.02453;0.03089;0.06458;0.1484
7732;0.02429;0.02953;0.06684;0.14067
7733;0.02773;0.02893;0.07605;0.14398
7734;0.0329;0.03268;0.08024;0.15
7735;0.03836;0.03903;0.11009;0.13898
7736;0.04332;0.04607;0.13975;0.15993
7737;0.04486;0.04839;0.16361;0.2057
7738;0.04199;0.04598;0.171;0.21507
7739;0.0417;0.04386;0.16994;0.18078
7740;0.04177;0.04212;0.17131;0.20391
7741;0.04196;0.03675;0.16534;0.18674
7742;0.04797;0.03995;0.15423;0.19202
7743;0.05395;0.04255;0.16262;0.21334
7744;0.06181;0.04316;0.17008;0.22711
7745;0.07043;0.04475;0.16734;0.24339
7746;0.0801;0.04694;0.19197;0.28198
7747;0.07609;0.0449;0.1937;0.28729
7748;0.07191;0.04046;0.16935;0.2607
7749;0.05897;0.03237;0.12282;0.24
7750;0.0531;0.02247;0.11204;0.23209
7751;0.04334;0.0258;0.10495;0.21905
7752;0.03953;0.00049;0.095;0.20482
7753;0.03877;0.00303;0.10701;0.20074
7754;0.03992;0.00004;0.09064;0.18392
7755;0.0397;0.00003;0.08692;0.18742
7756;0.03973;0.00002;0.0885;0.18
7757;0.0395;0.00001;0.09213;0.17059
7758;0.04079;0.00615;0.09755;0.17588
7759;0.05177;0.03075;0.08868;0.18008
7760;0.06052;0.03827;0.1064;0.19419
7761;0.0689;0.03396;0.11425;0.20003
7762;0.06593;0.03589;0.14479;0.21503
7763;0.06102;0.02998;0.12791;0.21203
7764;0.06068;0.03189;0.11824;0.21799
7765;0.05912;0.0298;0.11005;0.21005
7766;0.05905;0.02888;0.08864;0.19885
7767;0.05982;0.02937;0.12239;0.20515
7768;0.06069;0.0357;0.11285;0.2246
7769;0.06329;0.03448;0.12716;0.24195
7770;0.07105;0.04097;0.19997;0.26737
7771;0.0635;0.04342;0.16644;0.273
7772;0.0559;0.04291;0.11287;0.26644
7773;0.05395;0.03782;0.08861;0.2449
7774;0.04511;0.03676;0.0832;0.2151
7775;0.04076;0.0327;0.08501;0.21203
7776;0.03861;0.03044;0.08501;0.16945
7777;0.03862;0.03249;0.07261;0.13935
7778;0.03759;0.03247;0.07899;0.14038
7779;0.03705;0.03301;0.07744;0.14949
7780;0.03767;0.03298;0.0774;0.14498
7781;0.03839;0.03276;0.07906;0.1548
7782;0.03996;0.03302;0.08235;0.16752
7783;0.04559;0.04126;0.07747;0.2704
7784;0.05798;0.04896;0.08031;0.31694
7785;0.0584;0.05355;0.09818;0.32405
7786;0.05893;0.05001;0.12499;0.30815
7787;0.05916;0.04803;0.16538;0.29618
7788;0.05911;0.04791;0.1986;0.30753
7789;0.05628;0.0479;0.19038;0.29982
7790;0.05809;0.04672;0.17354;0.30232
7791;0.05732;0.046;0.18087;0.33202
7792;0.05813;0.04719;0.198;0.33369
7793;0.05986;0.04796;0.21363;0.33468
7794;0.06338;0.05868;0.24;0.33539
7795;0.05558;0.0549;0.24776;0.31541
7796;0.05392;0.049;0.225;0.29143
7797;0.05006;0.04479;0.185;0.25217
7798;0.04377;0.03867;0.14539;0.22
7799;0.04013;0.0366;0.14688;0.19993
7800;0.0371;0.03338;0.11682;0.15503
7801;0.0353;0.03533;0.17586;0.11367
7802;0.03472;0.03287;0.15808;0.11245
7803;0.03573;0.0312;0.14491;0.09997
7804;0.03594;0.02974;0.13767;0.08215
7805;0.03559;0.02845;0.15445;0.0879
7806;0.03724;0.02849;0.169;0.10372
7807;0.04122;0.02793;0.23978;0.15218
7808;0.0521;0.02855;0.28956;0.22991
7809;0.05279;0.03278;0.30005;0.24897
7810;0.05144;0.02862;0.29822;0.23651
7811;0.0509;0.02792;0.28962;0.2422
7812;0.04956;0.02551;0.26495;0.24441
7813;0.04787;0.02555;0.24807;0.24518
7814;0.04798;0.0256;0.24928;0.25176
7815;0.04903;0.02837;0.25653;0.25896
7816;0.0495;0.03279;0.27947;0.25997
7817;0.04904;0.04061;0.28851;0.25554
7818;0.05191;0.04101;0.31887;0.28496
7819;0.04575;0.03914;0.302;0.2949
7820;0.04081;0.03566;0.25439;0.27249
7821;0.03956;0.02806;0.23292;0.24895
7822;0.03927;0.02545;0.20211;0.19913
7823;0.03832;0.02711;0.20226;0.19953
7824;0.03435;0.02035;0.13943;0.16768
7825;0.03231;0.01004;0.1684;0.15289
7826;0.02697;0.0233;0.15798;0.13744
7827;0.02615;0.02592;0.14335;0.12398
7828;0.02444;0.02597;0.14237;0.11994
7829;0.02289;0.02612;0.16;0.12391
7830;0.02417;0.0259;0.17234;0.14978
7831;0.02647;0.00444;0.19316;0.20919
7832;0.02814;0.01107;0.25418;0.25846
7833;0.03376;0.02548;0.29;0.26855
7834;0.03044;0.02542;0.27899;0.22995
7835;0.03031;0.02694;0.26022;0.19741
7836;0.03045;0.0287;0.25755;0.17242
7837;0.0299;0.02734;0.24802;0.16664
7838;0.03062;0.02829;0.25807;0.16511
7839;0.0324;0.03146;0.27869;0.18008
7840;0.03425;0.03787;0.3;0.18668
7841;0.03901;0.03896;0.31734;0.20622
7842;0.04043;0.04385;0.34821;0.22349
7843;0.04002;0.04602;0.34213;0.21951
7844;0.03558;0.04812;0.3;0.20992
7845;0.03019;0.04296;0.27964;0.15373
7846;0.02818;0.03995;0.23536;0.14977
7847;0.0296;0.03995;0.21885;0.14224
7848;0.02721;0.03521;0.20004;0.12422
7849;0.01315;0.03308;0.19006;0.14163
7850;0.01922;0.03273;0.18481;0.12737
7851;0.01328;0.03268;0.17816;0.12217
7852;0.01489;0.03157;0.17162;0.11773
7853;0.01019;0.03302;0.19115;0.12618
7854;0.00757;0.03269;0.20506;0.15356
7855;0.01909;0.04599;0.22508;0.20739
7856;0.02548;0.05519;0.30588;0.29316
7857;0.03045;0.05509;0.34498;0.30909
7858;0.03431;0.04007;0.33002;0.29494
7859;0.03755;0.04592;0.32135;0.29502
7860;0.03981;0.04107;0.31305;0.2899
7861;0.03981;0.04531;0.29999;0.27293
7862;0.03976;0.04515;0.3;0.26992
7863;0.04005;0.04958;0.328;0.27224
7864;0.04168;0.0497;0.34218;0.30036
7865;0.04501;0.05126;0.35092;0.31505
7866;0.05;0.05826;0.385;0.32272
7867;0.05177;0.06049;0.345;0.29959
7868;0.05011;0.055;0.31909;0.28591
7869;0.04996;0.04757;0.28342;0.26156
7870;0.0457;0.0381;0.25078;0.22994
7871;0.04464;0.0355;0.21667;0.2171
7872;0.0398;0.03199;0.19097;0.17364
7873;0.03819;0.03255;0.20003;0.18729
7874;0.0363;0.03355;0.20447;0.17519
7875;0.03602;0.03389;0.19352;0.16307
7876;0.0354;0.03262;0.19413;0.15182
7877;0.03538;0.03294;0.20709;0.15915
7878;0.03784;0.03453;0.21238;0.18164
7879;0.05;0.0378;0.28109;0.2306
7880;0.06042;0.04777;0.33;0.29707
7881;0.05837;0.05225;0.35211;0.30765
7882;0.05842;0.04524;0.31;0.28985
7883;0.0573;0.04467;0.29493;0.28045
7884;0.05826;0.04454;0.29036;0.26347
7885;0.05877;0.04153;0.29;0.25603
7886;0.0586;0.04148;0.29264;0.27243
7887;0.05705;0.045;0.29;0.29017
7888;0.05923;0.04698;0.28849;0.31836
7889;0.0584;0.04887;0.28291;0.32736
7890;0.06345;0.05592;0.28802;0.3499
7891;0.05936;0.0532;0.26069;0.33795
7892;0.05807;0.04821;0.18807;0.31437
7893;0.05393;0.04408;0.15244;0.27415
7894;0.05017;0.03913;0.15211;0.26632
7895;0.04636;0.03683;0.15528;0.26992
7896;0.04158;0.03507;0.12955;0.22603
7897;0.03907;0.03544;0.15545;0.21277
7898;0.03843;0.03476;0.15974;0.2107
7899;0.0362;0.03328;0.14881;0.19913
7900;0.03591;0.03326;0.1488;0.2
7901;0.03598;0.03412;0.1537;0.19799
7902;0.03801;0.03547;0.1647;0.21194
7903;0.04521;0.04299;0.2133;0.21494
7904;0.05344;0.05305;0.26908;0.22807
7905;0.05479;0.0535;0.28899;0.26496
7906;0.05458;0.05303;0.28256;0.2799
7907;0.05479;0.05134;0.27253;0.25783
7908;0.05405;0.05099;0.21597;0.25332
7909;0.05291;0.0502;0.2344;0.24999
7910;0.05259;0.05048;0.18819;0.23741
7911;0.05299;0.05201;0.18282;0.25761
7912;0.05234;0.05291;0.18045;0.26402
7913;0.05243;0.05457;0.19138;0.2882
7914;0.05455;0.06154;0.22588;0.31592
7915;0.05452;0.05902;0.18206;0.3061
7916;0.0529;0.0563;0.16515;0.27008
7917;0.04751;0.05128;0.1501;0.23222
7918;0.04353;0.04533;0.11918;0.21337
7919;0.04228;0.04293;0.11866;0.2
7920;0.03774;0.03712;0.10911;0.17369
7921;0.0362;0.03739;0.13008;0.14488
7922;0.03532;0.03725;0.15333;0.135
7923;0.03284;0.03668;0.1514;0.12201
7924;0.03023;0.03651;0.15711;0.0994
7925;0.03165;0.03667;0.16049;0.0994
7926;0.0348;0.03793;0.16708;0.10564
7927;0.04194;0.04584;0.16916;0.129
7928;0.05068;0.05993;0.1891;0.13676
7929;0.05054;0.06569;0.20939;0.14134
7930;0.04632;0.06426;0.21909;0.15177
7931;0.04394;0.05851;0.22213;0.1535
7932;0.04393;0.05911;0.22554;0.16353
7933;0.04412;0.05579;0.21909;0.15962
7934;0.04387;0.057;0.21602;0.15184
7935;0.04321;0.06168;0.2189;0.15713
7936;0.04341;0.06754;0.225;0.158
7937;0.04371;0.07266;0.23126;0.17089
7938;0.0466;0.11013;0.2708;0.1801
7939;0.04338;0.07981;0.26596;0.1804
7940;0.03896;0.06999;0.24;0.18188
7941;0.03447;0.05964;0.21329;0.15728
7942;0.03369;0.05223;0.2124;0.1351
7943;0.0286;0.04973;0.20408;0.15504
7944;0.02558;0.04517;0.19883;0.15007
7945;0.02524;0.04597;0.19395;0.12922
7946;0.02123;0.04478;0.18888;0.13046
7947;0.00532;0.04275;0.18812;0.1277
7948;0.00194;0.04037;0.1812;0.11958
7949;0.01175;0.04147;0.176;0.12007
7950;0.02353;0.04545;0.1745;0.1295
7951;0.02982;0.05356;0.1814;0.19309
7952;0.03414;0.07673;0.18477;0.30417
7953;0.04038;0.09154;0.18599;0.35463
7954;0.03934;0.08034;0.19999;0.3677
7955;0.03852;0.07791;0.20301;0.37
7956;0.03816;0.07487;0.20976;0.36591
7957;0.03544;0.07048;0.21007;0.3601
7958;0.03524;0.06701;0.19828;0.3672
7959;0.0357;0.06834;0.19834;0.38391
7960;0.03623;0.07869;0.20511;0.39791
7961;0.03805;0.08404;0.21703;0.3926
7962;0.04043;0.10635;0.24513;0.41558
7963;0.04058;0.07966;0.24794;0.39897
7964;0.03995;0.07301;0.23815;0.3747
7965;0.03616;0.05902;0.21663;0.32904
7966;0.0309;0.05291;0.20469;0.312
7967;0.02846;0.05174;0.2018;0.29498
7968;0.02517;0.04646;0.17724;0.26026
7969;0.02395;0.04893;0.15539;0.27188
7970;0.02127;0.04591;0.15131;0.25009
7971;0.01179;0.04501;0.14113;0.22817
7972;0.0142;0.042;0.13665;0.22624
7973;0.02756;0.04112;0.14339;0.23517
7974;0.0275;0.04248;0.16051;0.27189
7975;0.03986;0.04197;0.22107;0.30399
7976;0.04508;0.04504;0.28944;0.39622
7977;0.04589;0.04569;0.33114;0.44492
7978;0.04269;0.04926;0.32009;0.44532
7979;0.04242;0.05034;0.29583;0.44591
7980;0.04229;0.04901;0.29854;0.4356
7981;0.04165;0.04908;0.29903;0.41805
7982;0.04222;0.04834;0.3292;0.42426
7983;0.04791;0.04786;0.34277;0.44638
7984;0.05104;0.04786;0.35211;0.4507
7985;0.05214;0.05023;0.36;0.46004
7986;0.05405;0.05417;0.42187;0.5011
7987;0.05536;0.05614;0.41013;0.48686
7988;0.05311;0.05383;0.35506;0.46382
7989;0.05201;0.04766;0.31016;0.4
7990;0.04644;0.04199;0.23468;0.3349
7991;0.04224;0.04162;0.19353;0.29766
7992;0.03928;0.03965;0.13005;0.28025
7993;0.03629;0.0389;0.1139;0.28845
7994;0.03596;0.0376;0.10051;0.27918
7995;0.03599;0.03703;0.09193;0.26427
7996;0.03539;0.03597;0.07306;0.26079
7997;0.03539;0.036;0.06482;0.26763
7998;0.03603;0.03804;0.06975;0.29
7999;0.03656;0.03837;0.07156;0.33228
8000;0.03907;0.0406;0.09397;0.43443
8001;0.04229;0.04301;0.09239;0.4781
8002;0.04535;0.04523;0.09465;0.4786
8003;0.044;0.04512;0.09668;0.47471
8004;0.0427;0.04631;0.10844;0.48252
8005;0.0415;0.04627;0.11219;0.44999
8006;0.04077;0.04471;0.11005;0.45047
8007;0.04114;0.04377;0.11295;0.46424
8008;0.04302;0.04496;0.12491;0.45876
8009;0.04899;0.0491;0.1318;0.4784
8010;0.0529;0.05516;0.18728;0.50355
8011;0.0531;0.05826;0.22892;0.4952
8012;0.05001;0.05897;0.2326;0.46514
8013;0.04735;0.05598;0.21506;0.4139
8014;0.04242;0.05226;0.17189;0.3442
8015;0.04194;0.04991;0.14589;0.31686
8016;0.04013;0.04517;0.12694;0.27718
8017;0.03855;0.0466;0.12725;0.29206
8018;0.03707;0.04304;0.107;0.29143
8019;0.03626;0.04207;0.09739;0.28476
8020;0.03593;0.03882;0.09397;0.2748
8021;0.03586;0.03909;0.08686;0.27191
8022;0.03592;0.04321;0.09427;0.28349
8023;0.03613;0.05725;0.11582;0.35318
8024;0.03704;0.07042;0.11001;0.45084
8025;0.03874;0.07718;0.10393;0.46355
8026;0.04212;0.06707;0.0943;0.46215
8027;0.04477;0.062;0.08688;0.45307
8028;0.048;0.05866;0.08689;0.44643
8029;0.04815;0.05601;0.0847;0.43788
8030;0.04576;0.05506;0.08591;0.44654
8031;0.0447;0.05506;0.08593;0.46407
8032;0.04498;0.05514;0.08467;0.4631
8033;0.04779;0.05561;0.08774;0.45804
8034;0.05045;0.06262;0.09676;0.48407
8035;0.0524;0.06117;0.09053;0.46979
8036;0.05064;0.05272;0.07699;0.45789
8037;0.04684;0.04285;0.0712;0.4308
8038;0.04292;0.0401;0.07043;0.37949
8039;0.0399;0.03861;0.0735;0.34063
8040;0.03783;0.03292;0.07117;0.30455
8041;0.03603;0.03204;0.03698;0.30633
8042;0.03693;0.03395;0.02872;0.29419
8043;0.0354;0.03316;0.03708;0.2991
8044;0.03446;0.03408;0.06376;0.29897
8045;0.0354;0.03534;0.07615;0.30072
8046;0.0363;0.03843;0.09263;0.31382
8047;0.04484;0.04397;0.15965;0.36155
8048;0.05297;0.05491;0.20725;0.4136
8049;0.05458;0.05764;0.2349;0.44266
8050;0.05409;0.06128;0.23375;0.43319
8051;0.0459;0.06421;0.20804;0.42734
8052;0.04359;0.06375;0.22829;0.40966
8053;0.04196;0.06096;0.23213;0.40396
8054;0.04287;0.06307;0.23386;0.3843
8055;0.049;0.06147;0.25809;0.30758
8056;0.05295;0.06088;0.30496;0.288
8057;0.05393;0.06206;0.32782;0.28182
8058;0.05723;0.07798;0.35498;0.37914
8059;0.05518;0.07525;0.33;0.33402
8060;0.0555;0.06632;0.28398;0.34004
8061;0.05443;0.05766;0.22885;0.25246
8062;0.04933;0.05334;0.20308;0.33353
8063;0.04489;0.05016;0.18354;0.27862
8064;0.04058;0.04713;0.13249;0.25624
8065;0.04019;0.0478;0.15393;0.23815
8066;0.03974;0.04627;0.12499;0.2356
8067;0.0395;0.04471;0.11809;0.23177
8068;0.0385;0.04342;0.11139;0.22394
8069;0.03949;0.04456;0.11502;0.23064
8070;0.04281;0.04749;0.13073;0.245
8071;0.05507;0.05858;0.16995;0.25206
