Stunde;2019;2020;2021;2022
1299;0.03697;0.00128;0.02282;0.11033
1300;0.03621;0.00538;0.01579;0.10929
1301;0.03621;0.01844;0.01925;0.11236
1302;0.03704;0.02661;0.02194;0.11677
1303;0.03698;0.03591;0.03819;0.1685
1304;0.03798;0.043;0.04627;0.18477
1305;0.03911;0.04796;0.05338;0.16
1306;0.03979;0.04642;0.04389;0.13734
1307;0.03765;0.04527;0.03802;0.11747
1308;0.03706;0.0451;0.03604;0.11278
1309;0.03714;0.04228;0.03343;0.10758
1310;0.035;0.0402;0.03383;0.10502
1311;0.03454;0.03841;0.03603;0.1051
1312;0.03525;0.03598;0.04078;0.1124
1313;0.03704;0.03207;0.04618;0.11373
1314;0.04237;0.031;0.0551;0.14657
1315;0.051;0.0361;0.06093;0.15538
1316;0.05147;0.03508;0.05731;0.13474
1317;0.05;0.02862;0.05109;0.11007
1318;0.04446;0.02168;0.04359;0.10453
1319;0.04765;0.01638;0.04362;0.10995
1320;0.0441;0.01048;0.0367;0.09851
1321;0.0387;0.00992;0.03557;0.09478
1322;0.03702;0.00822;0.03508;0.1004
1323;0.037;0.00709;0.03449;0.09867
1324;0.03637;0.00703;0.0333;0.09961
1325;0.03606;0.00952;0.03507;0.10025
1326;0.04007;0.01162;0.03866;0.09598
1327;0.05002;0.02584;0.0431;0.11699
1328;0.05688;0.03166;0.05444;0.13353
1329;0.05559;0.03269;0.0539;0.12502
1330;0.05072;0.03069;0.04981;0.10716
1331;0.04518;0.02668;0.04212;0.09838
1332;0.04185;0.0277;0.04148;0.10025
1333;0.04009;0.0263;0.04086;0.08993
1334;0.03898;0.02509;0.04013;0.09707
1335;0.03788;0.02344;0.0424;0.09367
1336;0.042;0.02356;0.04623;0.09852
1337;0.0444;0.0258;0.05107;0.11954
1338;0.05115;0.02846;0.05573;0.14687
1339;0.05507;0.03597;0.0649;0.19005
1340;0.0544;0.03949;0.06573;0.19807
1341;0.05061;0.03521;0.05691;0.16068
1342;0.04309;0.0301;0.0535;0.14554
1343;0.0424;0.0299;0.04844;0.13513
1344;0.0404;0.02646;0.045;0.13289
1345;0.0371;0.02556;0.0451;0.15009
1346;0.037;0.0252;0.0418;0.1526
1347;0.03684;0.02435;0.04099;0.17405
1348;0.03588;0.02353;0.04024;0.18792
1349;0.03677;0.02408;0.0407;0.19069
1350;0.03941;0.02501;0.04273;0.23717
1351;0.04874;0.03124;0.05439;0.24998
1352;0.05304;0.03634;0.06054;0.26346
1353;0.05188;0.03764;0.06085;0.27557
1354;0.04992;0.03701;0.05551;0.26737
1355;0.04439;0.03402;0.0506;0.24575
1356;0.04169;0.03313;0.04448;0.21302
1357;0.03928;0.0321;0.04194;0.19664
1358;0.039;0.03045;0.04019;0.17897
1359;0.03791;0.02814;0.039;0.17704
1360;0.04145;0.03017;0.04014;0.19747
1361;0.04688;0.03297;0.04316;0.22508
1362;0.05346;0.03772;0.05276;0.2599
1363;0.05817;0.03846;0.05791;0.299
1364;0.05494;0.04217;0.05753;0.3007
1365;0.05092;0.03671;0.05494;0.27791
1366;0.04757;0.03383;0.04865;0.2358
1367;0.0468;0.03208;0.04628;0.24215
1368;0.04141;0.0282;0.04271;0.21209
1369;0.04098;0.03157;0.044;0.19565
1370;0.03942;0.02854;0.04049;0.1807
1371;0.03858;0.02704;0.04044;0.17444
1372;0.03799;0.02517;0.0384;0.17231
1373;0.03916;0.02545;0.03909;0.1745
1374;0.04148;0.02881;0.03961;0.1771
1375;0.05084;0.0368;0.04334;0.18605
1376;0.05871;0.04228;0.04869;0.19154
1377;0.05419;0.04442;0.05372;0.18937
1378;0.04995;0.04241;0.05237;0.17375
1379;0.04457;0.04015;0.04562;0.15407
1380;0.04079;0.04005;0.041;0.14476
1381;0.03963;0.03882;0.03871;0.11653
1382;0.03958;0.03981;0.03685;0.114
1383;0.04006;0.04371;0.03638;0.11168
1384;0.04062;0.04519;0.037;0.15154
1385;0.04494;0.04571;0.04107;0.17615
1386;0.04992;0.05152;0.0546;0.2299
1387;0.05196;0.05998;0.05895;0.27576
1388;0.05182;0.04806;0.0575;0.2745
1389;0.04669;0.03913;0.05427;0.2207
1390;0.04158;0.03568;0.0474;0.1978
1391;0.04139;0.03377;0.04605;0.19778
1392;0.03621;0.02854;0.0429;0.19722
1393;0.02978;0.02954;0.0417;0.17739
1394;0.03041;0.0267;0.0401;0.17406
1395;0.0298;0.02534;0.03955;0.18557
1396;0.02761;0.02487;0.03942;0.17826
1397;0.02896;0.02487;0.03848;0.197
1398;0.03293;0.0273;0.03944;0.217
1399;0.04245;0.03497;0.04006;0.28497
1400;0.04887;0.04074;0.041;0.3229
1401;0.04747;0.04388;0.04204;0.3089
1402;0.0427;0.04012;0.04043;0.2673
1403;0.04247;0.03781;0.0389;0.16382
1404;0.03889;0.0325;0.03877;0.14555
1405;0.038;0.02655;0.036;0.13709
1406;0.03708;0.026;0.02724;0.1354
1407;0.03805;0.02612;0.02603;0.14117
1408;0.0407;0.0271;0.0354;0.19824
1409;0.04273;0.03401;0.03797;0.25379
1410;0.04803;0.03749;0.0531;0.28056
1411;0.05096;0.03895;0.05863;0.3
1412;0.05097;0.03534;0.05928;0.28219
1413;0.04854;0.02777;0.05527;0.20732
1414;0.0442;0.02706;0.04825;0.13724
1415;0.04321;0.02614;0.04906;0.1633
1416;0.04144;0.02379;0.04361;0.14009
1417;0.0394;0.0004;0.0425;0.14317
1418;0.0371;0.00311;0.04096;0.14315
1419;0.03667;0.00942;0.041;0.14974
1420;0.03627;0.00949;0.04095;0.1635
1421;0.03733;0.00939;0.0408;0.17315
1422;0.03963;0.00867;0.04494;0.19403
1423;0.04675;0.01018;0.05748;0.26804
1424;0.04798;0.01156;0.06509;0.28673
1425;0.04999;0.01299;0.06638;0.28491
1426;0.05028;0.01401;0.05916;0.21758
1427;0.05115;0.01236;0.0524;0.17933
1428;0.05097;0.00997;0.04448;0.22233
1429;0.04856;0.00671;0.04205;0.22
1430;0.0474;0.00422;0.04007;0.2215
1431;0.04691;0.00421;0.04003;0.23502
1432;0.04597;0.00763;0.04175;0.26124
1433;0.04693;0.00522;0.04615;0.2832
1434;0.05079;0.01225;0.05578;0.31587
1435;0.05259;0.01392;0.06849;0.36275
1436;0.05249;0.01278;0.06499;0.35411
1437;0.04866;0.00806;0.05736;0.31587
1438;0.04653;0.00738;0.05085;0.286
1439;0.04565;0.01041;0.04805;0.26694
1440;0.04441;0.00951;0.04265;0.24547
1441;0.04419;-0.00492;0.04432;0.25104
1442;0.04328;-0.00388;0.04389;0.24843
1443;0.04109;-0.00698;0.04336;0.24206
1444;0.03949;-0.00388;0.04214;0.23314
1445;0.03959;-0.00102;0.0421;0.23362
1446;0.03997;-0.00103;0.04727;0.25
1447;0.04142;-0.0053;0.05591;0.29155
1448;0.04392;-0.00389;0.06607;0.32907
1449;0.04789;-0.00005;0.07104;0.33709
1450;0.0486;-0.00023;0.05873;0.2981
1451;0.0479;-0.00403;0.05102;0.26785
1452;0.04584;-0.00216;0.04468;0.25795
1453;0.0439;-0.00697;0.04336;0.24582
1454;0.04021;-0.00785;0.04379;0.23499
1455;0.03926;-0.00506;0.04334;0.23629
1456;0.03918;0.00003;0.04522;0.24966
1457;0.04092;0.01511;0.0532;0.27258
1458;0.04384;0.03307;0.05863;0.31656
1459;0.04649;0.0347;0.07931;0.38483
1460;0.0468;0.03612;0.07862;0.385
1461;0.03827;0.03149;0.06345;0.32109
1462;0.03207;0.0261;0.05692;0.28847
1463;0.03052;0.02776;0.05548;0.26578
1464;0.02534;0.02424;0.05213;0.24966
1465;0.02277;0.02431;0.04552;0.33116
1466;0.00867;0.0233;0.04472;0.32253
1467;0.00184;0.02171;0.04381;0.316
1468;0.00009;0.0192;0.04393;0.30701
1469;0.00007;0.01915;0.04407;0.3073
1470;0.00003;0.02353;0.04938;0.33227
1471;-0.00281;0.03091;0.05899;0.37141
1472;-0.00004;0.037;0.06704;0.405
1473;0.00286;0.03992;0.06675;0.4
1474;0.00008;0.03694;0.0582;0.35996
1475;0.00011;0.03671;0.04951;0.29476
1476;0.00333;0.03703;0.04472;0.27694
1477;0.00402;0.03513;0.04415;0.26604
1478;0.00106;0.03535;0.04276;0.26992
1479;0.002;0.03474;0.04319;0.29302
1480;0.00475;0.03679;0.0449;0.31958
1481;0.015;0.03893;0.04698;0.33653
1482;0.02272;0.04109;0.05636;0.39853
1483;0.0318;0.0495;0.06768;0.41
1484;0.03849;0.04392;0.07;0.40505
1485;0.02483;0.03775;0.06022;0.39
1486;0.01992;0.03354;0.05474;0.35
1487;0.0243;0.03088;0.05224;0.33388
1488;0.01947;0.02897;0.04601;0.3199
1489;-0.00007;0.02604;0.04812;0.35107
1490;-0.00021;0.02504;0.04614;0.3466
1491;-0.00686;0.02453;0.04425;0.3294
1492;-0.007;0.0241;0.04339;0.30405
1493;-0.00247;0.02445;0.04396;0.315
1494;0.00624;0.0285;0.04647;0.34907
1495;0.02583;0.03568;0.0558;0.3986
1496;0.03796;0.0423;0.06201;0.41
1497;0.0331;0.0456;0.06571;0.41005
1498;0.02069;0.04168;0.06493;0.38516
1499;0.00754;0.03797;0.06005;0.36295
1500;0.00009;0.03483;0.05645;0.34978
1501;0.00428;0.03182;0.055;0.31069
1502;0.00007;0.03396;0.05398;0.29216
1503;0.00528;0.03593;0.05323;0.30743
1504;0.01281;0.03766;0.05349;0.32995
1505;0.01481;0.03984;0.05307;0.35577
1506;0.02709;0.04173;0.05609;0.38094
1507;0.04246;0.05598;0.06213;0.41
1508;0.04302;0.0569;0.06614;0.41
1509;0.02598;0.04093;0.0576;0.40008
1510;0.0211;0.03819;0.0531;0.38183
1511;0.01006;0.03503;0.05057;0.35907
1512;-0.00239;0.03129;0.04613;0.36101
1513;-0.00008;0.0301;0.04563;0.36387
1514;-0.00239;0.0281;0.04425;0.36
1515;-0.00495;0.02708;0.04265;0.35
1516;-0.00192;0.0268;0.04203;0.33
1517;-0.00223;0.0268;0.04339;0.33885
1518;0.01123;0.03005;0.047;0.34704
1519;0.03349;0.03651;0.05731;0.369
1520;0.04424;0.0472;0.06485;0.3781
1521;0.04076;0.05475;0.06797;0.37053
1522;0.03459;0.05032;0.06518;0.32234
1523;0.02731;0.04423;0.06014;0.29381
1524;0.03107;0.04109;0.05764;0.29057
1525;0.03245;0.0379;0.05501;0.2793
1526;0.03404;0.03597;0.04713;0.26035
1527;0.0377;0.035;0.04424;0.26056
1528;0.04409;0.03588;0.0458;0.30136
1529;0.04639;0.0395;0.05199;0.33999
1530;0.04927;0.04849;0.05891;0.38563
1531;0.05501;0.0647;0.06416;0.40578
1532;0.05523;0.06334;0.06537;0.4093
1533;0.0511;0.04358;0.05917;0.4
1534;0.04809;0.03753;0.05534;0.37725
1535;0.04609;0.03392;0.05315;0.36963
1536;0.04154;0.03182;0.04817;0.3624
1537;0.03608;0.03024;0.048;0.39061
1538;0.03269;0.02908;0.04585;0.353
1539;0.03301;0.0286;0.04357;0.34516
1540;0.0322;0.02901;0.0408;0.33421
1541;0.0307;0.0301;0.04036;0.33944
1542;0.03311;0.03155;0.04046;0.34209
1543;0.04381;0.03791;0.04145;0.35006
1544;0.04746;0.04561;0.04648;0.34044
1545;0.04738;0.05464;0.04803;0.33652
1546;0.04004;0.04978;0.04561;0.21001
1547;0.03313;0.04209;0.04092;0.25902
1548;0.02979;0.04099;0.03853;0.26805
1549;0.02865;0.04197;0.03743;0.279
1550;0.02862;0.04051;0.03762;0.24918
1551;0.0289;0.03794;0.0369;0.24629
1552;0.02866;0.03675;0.03857;0.28141
1553;0.02937;0.03703;0.04027;0.3081
1554;0.03688;0.03891;0.04864;0.38516
1555;0.0437;0.0369;0.05602;0.43508
1556;0.0439;0.03582;0.05887;0.45428
1557;0.04038;0.03024;0.05497;0.43635
1558;0.02896;0.02785;0.04889;0.41202
1559;0.02955;0.0269;0.04968;0.41202
1560;0.02749;0.0253;0.04503;0.41165
1561;0.02505;0.02455;0.04525;0.37756
1562;0.02381;0.02296;0.04175;0.36983
1563;0.02116;0.021;0.04165;0.36894
1564;0.01797;0.01999;0.04344;0.35921
1565;0.0218;0.02022;0.04213;0.36171
1566;0.02317;0.0241;0.04385;0.39723
1567;0.03158;0.0288;0.04524;0.46577
1568;0.03991;0.03341;0.04437;0.51236
1569;0.0394;0.0359;0.03958;0.51501
1570;0.03239;0.0351;0.03758;0.483
1571;0.02835;0.03468;0.03813;0.39061
1572;0.02854;0.03603;0.03879;0.34184
1573;0.02822;0.035;0.03855;0.34022
1574;0.02563;0.03264;0.03752;0.3208
1575;0.02762;0.03167;0.03811;0.31282
1576;0.02754;0.02906;0.04;0.35154
1577;0.02824;0.0298;0.0424;0.4
1578;0.03406;0.035;0.04767;0.45039
1579;0.04395;0.0373;0.05584;0.50754
1580;0.04501;0.03804;0.06091;0.52291
1581;0.03976;0.03546;0.05677;0.475
1582;0.02712;0.03171;0.05427;0.43497
1583;0.02925;0.0305;0.053;0.41542
1584;0.00701;0.02854;0.04899;0.36772
1585;0.01249;0.03101;0.0473;0.45605
1586;-0.00247;0.0255;0.0455;0.4495
1587;-0.00497;0.02451;0.04448;0.4495
1588;-0.00171;0.02403;0.04302;0.42488
1589;0.00076;0.02447;0.045;0.43751
1590;0.01994;0.02441;0.05006;0.45757
1591;0.02578;0.02625;0.06392;0.6223
1592;0.03605;0.0304;0.07927;0.69
1593;0.03234;0.03358;0.08666;0.65
1594;0.02506;0.035;0.0679;0.54151
1595;0.02296;0.0304;0.05934;0.35331
1596;0.02561;0.0281;0.05773;0.33383
1597;0.02335;0.02608;0.05577;0.31652
1598;0.02348;0.02506;0.05448;0.29477
1599;0.02538;0.02494;0.05415;0.3106
1600;0.03371;0.025;0.05541;0.36699
1601;0.03834;0.02954;0.05864;0.51431
1602;0.04307;0.03579;0.07;0.60308
1603;0.04872;0.0388;0.10087;0.67493
1604;0.05095;0.03995;0.10371;0.7
1605;0.04404;0.035;0.06618;0.61992
1606;0.04057;0.02717;0.05916;0.5429
1607;0.03924;0.02824;0.05687;0.49205
1608;0.03061;0.0249;0.05314;0.39973
1609;0.02767;0.0208;0.04752;0.43007
1610;0.0154;0.01682;0.04666;0.40891
1611;0.00424;0.01222;0.04377;0.41838
1612;0.00007;0.00924;0.04309;0.42003
1613;0.00006;0.00874;0.04359;0.42003
1614;0.00003;0.00893;0.04826;0.44
1615;-0.00004;0.00867;0.0617;0.52376
1616;0.00013;0.00978;0.0734;0.57945
1617;0.01005;0.00966;0.08135;0.55476
1618;0.00854;0.00938;0.07255;0.44999
1619;0.00783;0.00973;0.06302;0.389
1620;0.01103;0.0094;0.0597;0.35083
1621;0.00074;0.00893;0.05794;0.30511
1622;0.00004;0.00843;0.05647;0.31675
1623;-0.00008;0.00877;0.05649;0.34186
1624;-0.00082;0.01101;0.05739;0.38244
1625;0.00008;0.01919;0.05705;0.42509
1626;0.01096;0.02571;0.065;0.52943
1627;0.0228;0.03197;0.09016;0.57493
1628;0.02508;0.03486;0.0933;0.605
1629;0.02162;0.03402;0.07;0.52803
1630;0.01196;0.0319;0.0617;0.44875
1631;0.01337;0.03199;0.0583;0.44906
1632;0.00072;0.03041;0.05357;0.41845
1633;-0.02304;0.02502;0.05557;0.35
1634;-0.01115;0.025;0.05305;0.32
1635;-0.01255;0.02509;0.05003;0.32159
1636;-0.00289;0.02477;0.04904;0.31009
1637;-0.0026;0.02447;0.049;0.31007
1638;-0.00086;0.0253;0.05308;0.33501
1639;0.00497;0.0371;0.0589;0.41466
1640;0.01932;0.04699;0.0699;0.43606
1641;0.02624;0.05027;0.06808;0.42117
1642;0.02897;0.04565;0.05848;0.31199
1643;0.02712;0.04044;0.05095;0.24033
1644;0.03246;0.04035;0.05039;0.19982
1645;0.03101;0.03688;0.04726;0.1717
1646;0.02784;0.03549;0.04598;0.15001
1647;0.02306;0.03375;0.04577;0.16266
1648;0.02307;0.03675;0.0471;0.19985
1649;0.02379;0.0393;0.04903;0.27658
1650;0.02917;0.04635;0.0551;0.37995
1651;0.03101;0.05457;0.05851;0.4124
1652;0.04092;0.05898;0.05688;0.32639
1653;0.02991;0.0405;0.04504;0.17901
1654;0.02489;0.03598;0.04136;0.1736
1655;0.02663;0.03497;0.03711;0.17274
1656;0.02292;0.02675;0.02412;0.12393
1657;0.0218;0.02406;0.0178;0.08896
1658;0.01981;0.0237;0.0001;0.09102
1659;0.02202;0.02177;0.00001;0.08893
1660;0.01621;0.01591;0;0.09703
1661;0.01822;0.01306;0.00003;0.09115
1662;0.0244;0.0158;0.01495;0.10992
1663;0.03945;0.02423;0.02497;0.17257
1664;0.04796;0.029;0.0379;0.18506
1665;0.04806;0.03019;0.03983;0.11235
1666;0.04684;0.03108;0.03828;0.0673
1667;0.04531;0.0301;0.03584;0.02307
1668;0.04266;0.03177;0.03576;0.01552
1669;0.03995;0.03055;0.03788;0.0101
1670;0.03869;0.03;0.03027;0.0001
1671;0.0369;0.02969;0.02621;0.00008
1672;0.03711;0.02484;0.03077;0.01004
1673;0.039;0.02264;0.03409;0.02387
1674;0.04628;0.02427;0.03897;0.11886
1675;0.05029;0.02817;0.04833;0.17006
1676;0.0579;0.02737;0.05593;0.15198
1677;0.05006;0.02404;0.03998;0.08448
1678;0.04752;0.01179;0.03123;0.06977
1679;0.04761;0.00903;0.02708;0.08105
1680;0.04401;0.00493;0.01213;0.06727
1681;0.04098;-0.00005;0.01761;0.06893
1682;0.03897;0.00007;0.0158;0.06907
1683;0.03691;0.0001;0.00459;0.07297
1684;0.035;0.00013;0.00458;0.07299
1685;0.03292;0.00558;0.01071;0.07293
1686;0.0363;0.02113;0.02102;0.07311
1687;0.04683;0.02687;0.03263;0.08905
1688;0.05205;0.03394;0.03995;0.08752
1689;0.05137;0.03717;0.03633;0.07907
1690;0.04802;0.03427;0.02412;0.0789
1691;0.04381;0.03307;0.00007;0.07295
1692;0.03872;0.0292;0.00001;0.06784
1693;0.03582;0.02597;-0.00509;0.07291
1694;0.03176;0.02406;-0.00114;0.06895
1695;0.03106;0.02373;0.00009;0.08007
1696;0.03293;0.0249;0.02535;0.11895
1697;0.03526;0.02666;0.02821;0.1893
1698;0.04006;0.0338;0.03999;0.2873
1699;0.04402;0.037;0.05058;0.3233
1700;0.04157;0.03799;0.05284;0.235
1701;0.03301;0.0281;0.03795;0.173
1702;0.02649;0.02439;0.03156;0.1765
1703;0.02387;0.02384;0.0343;0.18251
1704;0.00036;0.01258;0.03281;0.16888
1705;0.00707;0.00737;0.02661;0.1601
1706;0.00006;0.00179;0.02458;0.15001
1707;-0.00007;0.00006;0.02073;0.12427
1708;0.00245;0.00001;0.01732;0.10254
1709;0.00809;-0.00158;0.01823;0.13025
1710;0.01917;0.00013;0.0174;0.1207
1711;0.02591;0.01064;0.02284;0.10005
1712;0.03648;0.01998;0.01715;0.09092
1713;0.026;0.01805;0.00407;0.07749
1714;0.0185;0.00918;0.00295;0.07282
1715;0.00228;-0.00001;0.00008;0.05615
1716;0.00824;-0.00005;0;0.03007
1717;0.0108;0.00003;-0.00317;0.02476
1718;0.00523;0.00056;-0.00866;0.00855
1719;0.01397;0.00008;-0.00874;0.01005
1720;0.02007;0.01273;-0.0047;0.03007
1721;0.02383;0.0236;-0.00099;0.10403
1722;0.03062;0.02745;0.0161;0.21212
1723;0.03555;0.037;0.0325;0.23421
1724;0.03991;0.03963;0.04263;0.1999
1725;0.03025;0.03176;0.02494;0.17008
1726;0.02552;0.0245;0.00438;0.16312
1727;0.0243;0.02326;0.02002;0.19067
1728;0.0189;0.0075;-0.00001;0.19942
1729;0.02417;0.00759;-0.00492;0.2059
1730;0.02225;0.00699;-0.00294;0.20444
1731;0.02037;0.00248;-0.0001;0.21164
1732;0.0205;0.00295;-0.00106;0.20703
1733;0.02233;0.00258;-0.00008;0.21991
1734;0.02708;0.00796;-0.00002;0.23006
1735;0.03769;0.02183;-0.0001;0.30192
1736;0.04237;0.02494;0;0.33588
1737;0.0426;0.01399;0.00466;0.34424
1738;0.03856;0.00402;0.01991;0.30083
1739;0.04032;0.00009;0.01415;0.26591
1740;0.03929;0.01069;0.00997;0.25834
1741;0.03926;0.00408;0.00851;0.24057
1742;0.03867;0.00012;-0.00001;0.22425
1743;0.03779;0.00001;-0.00002;0.21834
1744;0.03485;0.00468;0.00013;0.2698
1745;0.03111;0.02137;0.0172;0.29302
1746;0.03462;0.03265;0.02886;0.3465
1747;0.03758;0.0377;0.04951;0.39001
1748;0.03913;0.0425;0.05728;0.43542
1749;0.0336;0.03841;0.04526;0.36526
1750;0.02979;0.03693;0.04376;0.3227
1751;0.02738;0.03699;0.0469;0.30073
1752;0.01976;0.03535;0.04123;0.26186
1753;0.01191;0.03429;0.04067;0.24892
1754;0.01343;0.03204;0.03701;0.24503
1755;0.01137;0.03143;0.03607;0.24179
1756;0.00765;0.02905;0.03503;0.24007
1757;0.01317;0.02927;0.03326;0.24269
1758;0.02228;0.03115;0.04069;0.2624
1759;0.0286;0.03461;0.0556;0.31893
1760;0.04079;0.0349;0.06247;0.34029
1761;0.04256;0.03483;0.06489;0.34998
1762;0.04259;0.03494;0.06155;0.32945
1763;0.04154;0.02913;0.05505;0.31846
1764;0.04097;0.02696;0.05042;0.29617
1765;0.03991;0.02601;0.04798;0.27949
1766;0.03354;0.02381;0.0452;0.28324
1767;0.02589;0.02262;0.04077;0.28796
1768;0.02476;0.02487;0.03952;0.29717
1769;0.02246;0.0258;0.04261;0.31753
1770;0.02447;0.03482;0.0506;0.33236
1771;0.02875;0.03717;0.06197;0.375
1772;0.03594;0.03853;0.06782;0.40502
1773;0.02434;0.03279;0.05993;0.33524
1774;0.01719;0.02742;0.0559;0.31209
1775;0.00007;0.02602;0.05076;0.28899
1776;0.01079;0.02395;0.04686;0.26463
1777;-0.001;0.01423;0.04546;0.25341
1778;-0.00268;0.00724;0.04476;0.2514
1779;0.00001;0.00669;0.04477;0.2475
1780;-0.00196;0.00598;0.04308;0.24001
1781;0.00202;0.00597;0.0441;0.2385
1782;0.00233;0.00434;0.0474;0.24972
1783;0.00997;0.00434;0.0591;0.29696
1784;0.02159;0.00005;0.06629;0.3177
1785;0.02793;0.00008;0.06892;0.314
1786;0.03418;-0.00001;0.06249;0.29594
1787;0.03414;-0.00202;0.05993;0.2766
1788;0.03191;-0.00879;0.05862;0.26014
1789;0.0309;-0.03367;0.05484;0.20744
1790;0.02637;-0.0338;0.04808;0.20401
1791;0.02476;-0.02905;0.04861;0.20003
1792;0.0234;-0.00496;0.05298;0.19822
1793;0.02623;0.00007;0.05999;0.24897
1794;0.02623;0.01313;0.06596;0.29492
1795;0.02895;0.026;0.0707;0.31913
1796;0.02827;0.02996;0.07771;0.29649
1797;0.02278;0.02644;0.0614;0.21558
1798;0.00574;0.02523;0.05601;0.16596
1799;0.00909;0.03018;0.05388;0.16522
1800;0.0021;0.02393;0.04919;0.12927
1801;-0.0023;0.02001;0.04614;0.15727
1802;-0.00334;0.02013;0.04547;0.12799
1803;-0.00933;0.02004;0.04445;0.11971
1804;-0.01353;0.02;0.0444;0.12658
1805;-0.00623;0.01992;0.04539;0.14797
1806;-0.0099;0.0224;0.04883;0.18
1807;-0.01137;0.03385;0.05381;0.2065
1808;-0.01126;0.03834;0.06321;0.26289
1809;-0.00993;0.03692;0.064;0.27
1810;-0.00853;0.03213;0.06255;0.25494
1811;-0.00666;0.028;0.05751;0.2116
1812;-0.00075;0.02588;0.05957;0.22002
1813;-0.00706;0.02483;0.05482;0.20621
1814;-0.00999;0.025;0.05169;0.21409
1815;-0.01736;0.02523;0.05031;0.22997
1816;-0.02023;0.0271;0.04995;0.2462
1817;-0.01001;0.03077;0.05564;0.25736
1818;0.00533;0.03725;0.0662;0.27622
1819;0.02887;0.05493;0.07779;0.31003
1820;0.03666;0.06196;0.085;0.34721
1821;0.03064;0.0431;0.06928;0.29592
1822;0.02334;0.03599;0.06455;0.25929
1823;0.02594;0.03456;0.06246;0.24466
1824;0.01722;0.03024;0.06046;0.2372
1825;0.01765;0.02554;0.05112;0.20303
1826;0.01286;0.02349;0.04956;0.20697
1827;0.01427;0.02306;0.04817;0.20138
1828;0.01445;0.02271;0.04794;0.2065
1829;0.00603;0.023;0.04703;0.2099
1830;0.02251;0.02387;0.05153;0.21706
1831;0.04127;0.03048;0.06605;0.26297
1832;0.04637;0.03517;0.07915;0.29151
1833;0.04413;0.03439;0.07834;0.28781
1834;0.0412;0.03137;0.075;0.2499
1835;0.03318;0.02889;0.06951;0.22858
1836;0.03203;0.02402;0.068;0.20487
1837;0.02771;0.02555;0.06531;0.20501
1838;0.02432;0.0239;0.06221;0.20114
1839;0.02493;0.02461;0.06115;0.20031
1840;0.0245;0.02402;0.0629;0.20248
1841;0.03557;0.02609;0.06453;0.2124
1842;0.04195;0.03004;0.07522;0.24554
1843;0.04574;0.03593;0.08899;0.27531
1844;0.04844;0.03823;0.09871;0.28652
1845;0.04564;0.03521;0.07091;0.25115
1846;0.04296;0.031;0.0619;0.21695
1847;0.0417;0.02985;0.06012;0.2285
1848;0.03677;0.02597;0.05323;0.19781
1849;0.03908;0.02202;0.06112;0.19667
1850;0.03849;0.02173;0.05624;0.19482
1851;0.03745;0.02076;0.05089;0.18702
1852;0.03647;0.02077;0.0485;0.187
1853;0.03642;0.02073;0.05;0.18506
1854;0.04029;0.02106;0.0521;0.1908
1855;0.04696;0.02469;0.06702;0.19823
1856;0.05127;0.03059;0.07155;0.20414
1857;0.05438;0.02979;0.07153;0.19611
1858;0.04969;0.02299;0.0641;0.13507
1859;0.04631;0.0204;0.05042;0.09955
1860;0.04455;0.02064;0.04531;0.08508
1861;0.04331;0.02034;0.04453;0.06971
1862;0.04289;0.02074;0.0435;0.01
1863;0.04248;0.0218;0.04316;0.00884
1864;0.04374;0.02476;0.04353;0.01474
1865;0.04461;0.02862;0.04767;0.079
1866;0.04896;0.033;0.05558;0.15101
1867;0.05517;0.03756;0.06596;0.1928
1868;0.06073;0.04107;0.07299;0.17327
1869;0.05255;0.0354;0.0664;0.11996
1870;0.04646;0.0337;0.06199;0.08999
1871;0.04472;0.03183;0.06064;0.09113
1872;0.04108;0.02906;0.06011;0.08285
1873;0.03828;0.02667;0.05882;0.08404
1874;0.0363;0.024;0.05574;0.07099
1875;0.03505;0.02299;0.05635;0.07478
1876;0.03433;0.02216;0.05081;0.06838
1877;0.03469;0.02226;0.05;0.0759
1878;0.0372;0.026;0.05103;0.0759
1879;0.04366;0.03025;0.05254;0.06853
1880;0.04689;0.03398;0.05672;0.02056
1881;0.04385;0.03206;0.05336;0.00881
1882;0.04288;0.02875;0.05129;0.00007
1883;0.03919;0.02504;0.04707;-0.0001
1884;0.03986;0.02493;0.04567;-0.00531
1885;0.03759;0.02283;0.04508;-0.01681
1886;0.03747;0.02299;0.04305;-0.01904
1887;0.03816;0.02492;0.04098;-0.01335
1888;0.04036;0.0279;0.044;-0.00106
1889;0.0421;0.03057;0.04492;0.00006
1890;0.04549;0.03373;0.04994;0.06993
1891;0.05108;0.0402;0.0625;0.12232
1892;0.05555;0.04442;0.06809;0.12295
1893;0.04901;0.03448;0.05994;0.08597
1894;0.04424;0.03165;0.04903;0.08008
1895;0.04297;0.0287;0.04892;0.11007
1896;0.03976;0.0271;0.0464;0.09336
1897;0.03547;0.02518;0.03965;0.11418
1898;0.0347;0.02;0.02902;0.11882
1899;0.03351;0.02087;0.03143;0.11885
1900;0.03304;0.02072;0.02674;0.119
1901;0.0331;0.025;0.02679;0.13703
1902;0.03593;0.02645;0.02366;0.18941
1903;0.04403;0.0319;0.0138;0.264
1904;0.04625;0.035;0.02287;0.288
1905;0.04491;0.03388;0.02967;0.2706
1906;0.04128;0.02808;0.03121;0.19647
1907;0.0385;0.02599;0.02817;0.15306
