Zeit;Verbrauch ;PV-Ertrag;Netzeinspeisung ;Thermische Last ;Außentemperatur
21.01. 11:00;0,016157;1,9226;1,9064;2,02;9,24
21.01. 12:00;0,016213;1,7748;1,7586;1,9;10,06
21.01. 13:00;0,16451;4,4726;4,3081;1,57;11,38
21.01. 14:00;0,016049;4,7165;4,7004;1,44;12,12
21.01. 15:00;0,016202;4,4659;4,4497;1,55;12,24
21.01. 16:00;0,016196;0,041167;0,024971;1,73;11,06
21.01. 17:00;0,73802;0;0;1,99;10,82
21.01. 18:00;1,6418;0;0;2,29;10,58
21.01. 19:00;0,18122;0;0;2,31;10,34
21.01. 20:00;0,10808;0;0;2,28;10,1
21.01. 21:00;0,34316;0;0;2,13;9,86
21.01. 22:00;0,21909;0;0;1,26;9,62
21.01. 23:00;0,16887;0;0;0,93;9,38
22.01. 00:00;0,016136;0;0;0,8;9,08
22.01. 01:00;0,016026;0;0;0,66;8,78
22.01. 02:00;0,01627;0;0;0,61;8,48
22.01. 03:00;0,015945;0;0;0,67;8,34
22.01. 04:00;0,17053;0;0;0,97;8,2
22.01. 05:00;0,016256;0;0;1,47;8,05
22.01. 06:00;0,18353;0;0;2,4;7,96
22.01. 07:00;0,78668;0;0;2,38;7,87
22.01. 08:00;0,1871;0;0;2,12;7,96
22.01. 09:00;0,19653;0,053167;0;1,91;8,46
22.01. 10:00;0,016231;0,026437;0,010206;2,01;8,49
22.01. 11:00;0,016179;0,1366;0,12042;2;8,79
22.01. 12:00;0,016082;1,4182;1,4021;1,58;9,91
22.01. 13:00;0,016083;1,5832;1,5671;1,46;10,7
22.01. 14:00;0,16916;1,8865;1,7174;1,3;11,29
22.01. 15:00;0,016215;1,6961;1,6799;1,17;11,47
22.01. 16:00;0,016239;0,029066;0,012827;1,26;10,98
22.01. 17:00;0,31298;0;0;1,49;10,52
22.01. 18:00;1,5429;0;0;1,75;10,07
22.01. 19:00;1,0546;0;0;2,09;9,62
22.01. 20:00;1,2082;0;0;2,33;9,16
22.01. 21:00;0,34023;0;0;2,54;8,71
22.01. 22:00;0,16627;0;0;1,38;8,14
22.01. 23:00;0,016281;0;0;1,29;7,46
23.01. 00:00;0,16626;0;0;1,1;7,26
23.01. 01:00;0,016302;0;0;1,15;6,74
23.01. 02:00;0,016124;0;0;1,24;6,06
23.01. 03:00;0,016332;0;0;1;5,55
23.01. 04:00;0,016276;0;0;1,22;5,46
23.01. 05:00;0,16513;0;0;1,96;5,04
23.01. 06:00;0,20261;0;0;3,12;4,86
23.01. 07:00;0,76389;0;0;2,94;4,7
23.01. 08:00;0,18719;0;0;2,42;4,6
23.01. 09:00;0,016119;0,00573;0;2,16;4,45
23.01. 10:00;0,16651;0,033424;0;2,22;4,28
23.01. 11:00;0,016215;0,066531;0,050316;2,16;4,13
23.01. 12:00;0,016151;0,090504;0,074353;1,76;4
23.01. 13:00;0,016109;0,078792;0,062683;1,78;3,89
23.01. 14:00;0,016105;0,051321;0,035216;1,61;3,81
23.01. 15:00;0,16584;0,016616;0;2;4,06
23.01. 16:00;0,016254;0,00055984;0;2,2;4,07
23.01. 17:00;1,2154;0;0;2,42;3,73
23.01. 18:00;1,0203;0;0;2,45;3,32
23.01. 19:00;0,075678;0;0;2,77;3,11
23.01. 20:00;0,39478;0;0;2,98;2,34
23.01. 21:00;1,1713;0;0;2,81;1,41
23.01. 22:00;0,27134;0;0;1,98;1,94
23.01. 23:00;0,01628;0;0;1,8;1,82
24.01. 00:00;0,016069;0;0;1,64;1,41
24.01. 01:00;0,16828;0;0;1,61;0,78
24.01. 02:00;0,016197;0;0;1,69;0,15
24.01. 03:00;0,016301;0;0;1,7;-0,21
24.01. 04:00;0,016339;0;0;1,82;-0,57
24.01. 05:00;0,016202;0;0;2,95;-0,93
24.01. 06:00;0,36097;0;0;4,52;-1,19
24.01. 07:00;0,3811;0;0;3,94;-1,45
24.01. 08:00;0,20142;0;0;3,64;-1,49
24.01. 09:00;0,016237;0,076993;0,060756;3,03;-1,21
24.01. 10:00;0,016189;0,31862;0,30244;2,78;-0,97
24.01. 11:00;0,16508;0,70143;0,53635;2,29;-0,66
24.01. 12:00;0,016293;0,69583;0,67954;2,53;-0,5
24.01. 13:00;0,016347;0,66603;0,64968;2,53;-0,43
24.01. 14:00;0,015974;0,53588;0,5199;2,42;-0,49
24.01. 15:00;0,016113;0,22463;0,20852;2,41;-0,61
24.01. 16:00;0,16232;0,014276;0;2,76;-0,92
24.01. 17:00;0,19785;0;0;2,97;-1,37
24.01. 18:00;1,8226;0;0;3,25;-2,25
24.01. 19:00;0,9088;0;0;3,31;-2,03
24.01. 20:00;0,60798;0;0;3,31;-2,37
24.01. 21:00;0,69697;0;0;3,61;-3,01
24.01. 22:00;0,61823;0;0;2,67;-3,22
24.01. 23:00;0,37762;0;0;1,99;-3,54
25.01. 00:00;0,016337;0;0;1,89;-3,56
25.01. 01:00;0,016389;0;0;1,9;-3,68
25.01. 02:00;0,16811;0;0;1,78;-3,8
25.01. 03:00;0,016142;0;0;1,79;-3,86
25.01. 04:00;0,016193;0;0;1,96;-3,92
25.01. 05:00;0,016129;0;0;2,78;-3,98
25.01. 06:00;0,021517;0;0;4,02;-4,02
25.01. 07:00;0,35541;0;0;4,19;-4,05
25.01. 08:00;0,016007;0,00067453;0;3,55;-3,78
25.01. 09:00;0,016076;2,1344;2,1183;2,63;-1,26
25.01. 10:00;0,016195;1,5946;1,5784;2,59;0,25
25.01. 11:00;0,016075;2,3469;2,3308;2,49;1,78
25.01. 12:00;0,16654;3,2088;3,0423;2,36;3,2
25.01. 13:00;0,016332;3,9262;3,9099;2,59;4,32
25.01. 14:00;0,016238;4,3197;4,3035;2,36;4,95
25.01. 15:00;0,016156;4,61;4,5938;2,15;5,06
25.01. 16:00;0,016234;0,54226;0,52602;2,5;4,08
25.01. 17:00;3,167;0;0;2,98;2,64
25.01. 18:00;4,4074;0;0;3,07;2,68
25.01. 19:00;1,422;0;0;3,52;2,71
25.01. 20:00;1,1132;0;0;3,44;2,75
25.01. 21:00;1,032;0;0;3,58;2,79
25.01. 22:00;0,33175;0;0;2,08;2,82
25.01. 23:00;0,016107;0;0;1,61;2,86
26.01. 00:00;0,016103;0;0;1,45;2,85
26.01. 01:00;0,01622;0;0;1,33;2,91
26.01. 02:00;0,016174;0;0;1,38;2,98
26.01. 03:00;0,1658;0;0;1,45;3,05
26.01. 04:00;0,016115;0;0;1,61;3,12
26.01. 05:00;0,016191;0;0;2,52;3,19
26.01. 06:00;0,2007;0;0;4,12;3,26
26.01. 07:00;0,76252;0;0;3,78;3,33
26.01. 08:00;0,29151;0,0002966;0;3,38;3,61
26.01. 09:00;0,044224;1,6831;1,6389;2,95;6,09
26.01. 10:00;1,9172;3,0219;1,1046;2,66;8,51
26.01. 11:00;3,2464;3,7497;0,50323;2,59;10,56
26.01. 12:00;2,4529;3,6311;1,1781;2,43;11,97
26.01. 13:00;1,2023;2,9785;1,7763;2,17;12,68
26.01. 14:00;0,46454;3,3487;2,8841;2,47;13,1
26.01. 15:00;1,4739;2,4433;0,9694;2,4;12,79
26.01. 16:00;0,15089;0,42353;0,27264;2,69;11,8
26.01. 17:00;2,2237;0;0;3,15;10,46
26.01. 18:00;1,0944;0;0;3,19;9,96
26.01. 19:00;1,125;0;0;3,57;9,45
26.01. 20:00;0,58048;0;0;3,5;8,95
26.01. 21:00;1,2437;0;0;3,54;8,44
26.01. 22:00;0,076357;0;0;2,05;7,94
26.01. 23:00;0,16746;0;0;1,62;7,43
27.01. 00:00;0,016207;0;0;1,49;6,68
27.01. 01:00;0,016092;0;0;1,43;5,82
27.01. 02:00;0,016172;0;0;1,64;4,96
27.01. 03:00;0,016013;0;0;1,51;4,5
27.01. 04:00;0,16331;0;0;1,73;4,05
27.01. 05:00;0,016252;0;0;2,42;3,6
27.01. 06:00;0,20191;0;0;3,26;3,28
27.01. 07:00;0,45718;0;0;3,05;2,96
27.01. 08:00;0,13707;0,000741;0;3,15;3,13
27.01. 09:00;0,45169;2,9948;2,5431;2,98;5,53
27.01. 10:00;0,064111;3,7287;3,6646;2,86;7,47
27.01. 11:00;0,68856;4,4112;3,7226;2,7;9,07
27.01. 12:00;1,5942;4,9771;3,3829;2,49;10,3
27.01. 13:00;0,44928;5,5964;5,1471;2,17;11,19
27.01. 14:00;0,16554;5,6125;5,4469;2,16;11,6
27.01. 15:00;0,1794;3,9378;3,7584;2,08;11,23
27.01. 16:00;1,59;2,3688;0,77874;2,34;10,06
27.01. 17:00;0,63037;0;0;2,46;8,65
27.01. 18:00;0,24953;0;0;3,11;7,96
27.01. 19:00;0,55729;0;0;3,14;7,27
27.01. 20:00;0,47442;0;0;3,25;6,59
27.01. 21:00;1,4369;0;0;3,36;5,87
27.01. 22:00;0,18711;0;0;2,03;5,15
27.01. 23:00;0,016246;0;0;1,72;4,43
28.01. 00:00;0,17026;0;0;1,88;3,9
28.01. 01:00;0,016134;0;0;1,75;3,34
28.01. 02:00;0,01602;0;0;1,84;2,78
28.01. 03:00;0,016084;0;0;2,02;2,49
28.01. 04:00;0,016074;0;0;2,36;2,2
28.01. 05:00;0,16839;0;0;3,6;1,9
28.01. 06:00;0,28434;0;0;5,14;1,7
28.01. 07:00;0,47504;0;0;4,49;1,5
28.01. 08:00;0,084681;0;0;4,07;1,55
28.01. 09:00;0,016219;0,010993;0;4,49;1,72
28.01. 10:00;0,16517;0,035181;0;4,33;1,92
28.01. 11:00;0,01613;0,11186;0,095727;4,27;2,12
28.01. 12:00;0,01614;0,50976;0,49362;3,69;2,34
28.01. 13:00;0,016129;4,5569;4,5408;3,28;4,29
28.01. 14:00;0,01607;3,5918;3,5757;2,9;5,21
28.01. 15:00;0,16613;2,7985;2,6324;3,06;5,51
28.01. 16:00;0,016123;1,685;1,6689;3,63;5,16
28.01. 17:00;0,51229;0;0;4;4,45
28.01. 18:00;1,7374;0;0;4,33;4,08
28.01. 19:00;0,71714;0;0;4,66;3,7
28.01. 20:00;0,42338;0;0;4,43;3,33
28.01. 21:00;0,25886;0;0;4,08;2,96
28.01. 22:00;0,054543;0;0;2,29;2,59
28.01. 23:00;0,016069;0;0;2,07;2,22
29.01. 00:00;0,016014;0;0;2,13;1,95
29.01. 01:00;0,16628;0;0;1,87;1,7
29.01. 02:00;0,0162;0;0;1,84;1,46
29.01. 03:00;0,016195;0;0;2,11;1,35
29.01. 04:00;0,01612;0;0;2,21;1,23
29.01. 05:00;0,016117;0;0;3,63;1,12
29.01. 06:00;0,3565;0;0;5,39;1,06
29.01. 07:00;0,55664;0;0;4,99;0,99
29.01. 08:00;0,3031;0;0;4,61;1,11
29.01. 09:00;0,16134;2,3677;2,2064;4,44;3,85
29.01. 10:00;0,016214;2,2553;2,2391;3,87;5,69
29.01. 11:00;0,16769;3,1228;2,9552;3,86;7,35
29.01. 12:00;0,016292;6,8445;6,8282;3,68;9,61
29.01. 13:00;0,016254;3,2779;3,2617;3,62;10,21
29.01. 14:00;0,015972;2,7548;2,7389;3,49;10,35
29.01. 15:00;0,015907;1,6492;1,6333;3,72;9,73
29.01. 16:00;0,16637;1,7157;1,5493;3,91;8,69
29.01. 17:00;1,0849;0;0;4,1;7,35
29.01. 18:00;0,29105;0;0;4,83;7,06
29.01. 19:00;1,4953;0;0;4,69;6,7
29.01. 20:00;0,60778;0;0;5,54;6,35
29.01. 21:00;0,7217;0;0;4,98;6
29.01. 22:00;0,78065;0;0;2,95;5,64
29.01. 23:00;0,016225;0;0;2,49;5,29
30.01. 00:00;0,016283;0;0;2,12;4,85
30.01. 01:00;0,01612;0;0;2,12;4,4
30.01. 02:00;0,16602;0;0;2,2;3,95
30.01. 03:00;0,016268;0;0;2,17;3,73
30.01. 04:00;0,016379;0;0;2,48;3,5
30.01. 05:00;0,016002;0;0;3,81;3,28
30.01. 06:00;0,29911;0;0;5,12;3,13
30.01. 07:00;0,76952;0;0;5,01;2,98
30.01. 08:00;0,044088;0;0;4,64;3,06
30.01. 09:00;0,016185;0,99817;0,98198;4,01;4,78
30.01. 10:00;0,016117;0,12023;0,10411;3,99;4,68
30.01. 11:00;0,016011;3,2634;3,2474;3,64;6,83
30.01. 12:00;0,1642;6,4672;6,303;3,54;9,02
30.01. 13:00;0,016102;3,027;3,0109;3,45;9,7
30.01. 14:00;0,016316;2,7119;2,6956;3,3;9,98
30.01. 15:00;0,016274;0,4937;0,47743;3,43;9,1
30.01. 16:00;0,016223;0,29966;0,28344;3,83;8,2
30.01. 17:00;0,62276;0;0;3,97;7,2
30.01. 18:00;1,2604;0;0;4,13;7,06
30.01. 19:00;0,89777;0;0;4,85;6,88
30.01. 20:00;0,50649;0;0;4,59;6,69
30.01. 21:00;1,146;0;0;4,14;6,5
30.01. 22:00;0,18775;0;0;2,46;6,31
30.01. 23:00;0,016158;0;0;2,21;6,12
31.01. 00:00;0,016014;0;0;2,14;5,94
31.01. 01:00;0,016091;0;0;2,11;5,86
31.01. 02:00;0,016171;0;0;2,14;5,78
31.01. 03:00;0,1663;0;0;2,26;5,8
31.01. 04:00;0,016199;0;0;2,8;5,81
31.01. 05:00;0,01612;0;0;4,28;5,82
31.01. 06:00;0,20105;0;0;6,55;5,86
31.01. 07:00;0,75912;0;0;6,41;5,91
31.01. 08:00;0,29852;0,0033537;0;5,45;6,38
31.01. 09:00;2,8786;1,6586;0;5,07;8,34
31.01. 10:00;2,2464;2,6991;0,45266;4,6;10,19
31.01. 11:00;1,0509;3,7822;2,7313;4,57;11,89
31.01. 12:00;0,21114;4,8925;4,6813;4,59;13,39
31.01. 13:00;1,0595;4,798;3,7385;3,97;14,36
31.01. 14:00;0,14442;4,3389;4,1945;4,04;13,42
31.01. 15:00;0,32844;3,104;2,7756;4,3;13,42
31.01. 16:00;0,044254;2,5291;2,4849;4,38;13,82
31.01. 17:00;0,64666;0;0;4,67;12,65
31.01. 18:00;1,5241;0;0;5,15;12,59
31.01. 19:00;1,2516;0;0;6,12;12,54
31.01. 20:00;0,83198;0;0;6,2;12,48
31.01. 21:00;0,45252;0;0;6;12,43
31.01. 22:00;0,21935;0;0;3,44;12,38
31.01. 23:00;0,16722;0;0;2,96;12,32
01.02. 00:00;0,015984;0;0;2,79;11,83
01.02. 01:00;0,01595;0;0;2,7;11,29
01.02. 02:00;0,016078;0;0;2,5;10,87
01.02. 03:00;0,016157;0;0;2,52;10,54
01.02. 04:00;0,16681;0;0;2,98;9,38
01.02. 05:00;0,016263;0;0;4,64;9,9
01.02. 06:00;0,20366;0;0;6,91;9,78
01.02. 07:00;0,35172;0;0;6,41;9,59
01.02. 08:00;0,39874;5,24E-05;0;5,81;9,51
01.02. 09:00;0,4917;0,014425;0;5,15;9,39
01.02. 10:00;0,04007;0,077119;0,037049;4,97;9,27
01.02. 11:00;0,36637;0,16052;0;4,87;9,15
01.02. 12:00;0,95662;0,21855;0;4,53;9,05
01.02. 13:00;0,01612;0,21437;0,19825;4,43;8,96
01.02. 14:00;0,16672;0,1255;0;4,34;8,88
01.02. 15:00;0,016024;0,04432;0,028296;4,48;9,06
01.02. 16:00;0,10126;0,0045235;0;4,46;9,04
01.02. 17:00;1,3369;0;0;4,97;9,06
01.02. 18:00;0,35455;0;0;4,92;8,73
01.02. 19:00;1,4565;0;0;5,41;8,4
01.02. 20:00;0,75032;0;0;5,64;8,03
01.02. 21:00;0,62333;0;0;5,74;7,69
01.02. 22:00;0,94958;0;0;2,89;7,32
01.02. 23:00;0,016126;0;0;2,56;6,89
02.02. 00:00;0,16784;0;0;2,28;7,12
02.02. 01:00;0,016146;0;0;1,88;6,97
02.02. 02:00;0,016176;0;0;1,96;6,78
02.02. 03:00;0,016295;0;0;1,92;6,66
02.02. 04:00;0,016089;0;0;2,33;6,59
02.02. 05:00;0,16673;0;0;3,15;6,49
02.02. 06:00;0,2015;0;0;5,12;6,43
02.02. 07:00;0,34234;0;0;5,03;6,36
02.02. 08:00;0,1266;0,0029086;0;3,72;6,6
02.02. 09:00;1,2294;0,81067;0;3,54;7,53
02.02. 10:00;3,5538;1,4259;0;3,29;8,4
02.02. 11:00;1,1056;1,158;0,052391;3,37;8,81
02.02. 12:00;1,6097;1,2314;0;3,4;9,1
02.02. 13:00;0,81871;1,0901;0,27141;3,05;9,23
02.02. 14:00;0,43404;1,1472;0,71316;3,1;9,26
02.02. 15:00;0,34835;0,48372;0,13538;3,19;9,07
02.02. 16:00;0,71932;0,11447;0;3,2;8,43
02.02. 17:00;1,5822;0;0;3,87;8,25
02.02. 18:00;0,50133;0;0;3,71;8
02.02. 19:00;1,2363;0;0;4,07;7,76
02.02. 20:00;0,51888;0;0;4,52;7,51
02.02. 21:00;0,4033;0;0;4,16;7,26
02.02. 22:00;0,091285;0;0;2,28;7,05
02.02. 23:00;0,016241;0;0;1,95;6,79
03.02. 00:00;0,016243;0;0;1,89;6,07
03.02. 01:00;0,16698;0;0;1,78;5,91
03.02. 02:00;0,016153;0;0;1,7;4,52
03.02. 03:00;0,016251;0;0;1,48;5,14
03.02. 04:00;0,015948;0;0;1,7;5,6
03.02. 05:00;0,016234;0;0;2,15;5,48
03.02. 06:00;0,44717;0;0;3,19;5,42
03.02. 07:00;0,32365;0;0;2,84;5,16
03.02. 08:00;0,3272;9,41E-05;0;2,77;5,08
03.02. 09:00;0,29926;0,018103;0;2,94;5,23
03.02. 10:00;0,016265;0,083202;0,066937;2,76;5,4
03.02. 11:00;0,55783;0,15169;0;2,61;5,41
03.02. 12:00;0,60564;0,19085;0;2,54;5,27
03.02. 13:00;0,16739;0,20352;0,036133;2,3;5,39
03.02. 14:00;0,68045;0,13185;0;2,2;5,34
03.02. 15:00;1,2927;0,060687;0;2,49;5,4
03.02. 16:00;1,094;0,0065519;0;2,44;5,33
03.02. 17:00;0,34204;0;0;2,68;5,25
03.02. 18:00;0,40179;0;0;2,78;5,07
03.02. 19:00;0,50677;0;0;3,3;4,88
03.02. 20:00;0,4719;0;0;3,19;4,68
03.02. 21:00;1,3895;0;0;2,98;4,48
03.02. 22:00;0,016153;0;0;1,82;4,05
03.02. 23:00;0,016099;0;0;1,67;4,09
04.02. 00:00;0,015971;0;0;1,41;3,24
04.02. 01:00;0,01621;0;0;1,19;2,21
04.02. 02:00;0,16578;0;0;0,86;1,18
04.02. 03:00;0,016134;0;0;0,95;0,6
04.02. 04:00;0,016149;0;0;1,02;0,02
04.02. 05:00;0,016447;0;0;1,08;-0,57
04.02. 06:00;0,20151;0;0;1,4;-1
04.02. 07:00;0,64665;0;0;1,58;-1,43
04.02. 08:00;0,094172;0,0051622;0;1,67;-1,47
04.02. 09:00;0,016036;1,5974;1,5814;1,81;-1,18
04.02. 10:00;0,016184;2,0146;1,9984;1,84;-1
04.02. 11:00;0,016179;2,7689;2,7527;1,87;-0,85
04.02. 12:00;0,16761;1,536;1,3684;1,85;-0,91
04.02. 13:00;0,016091;0,89805;0,88196;1,38;-1,11
04.02. 14:00;0,01618;0,55018;0,534;1,24;-1,4
04.02. 15:00;0,01631;0,016643;0,0003333;1,2;-1,69
04.02. 16:00;0,016236;0,0017982;0;1,18;-2,08
04.02. 17:00;2,132;0;0;1,11;-2,58
04.02. 18:00;1,2502;0;0;1,27;-2,46
04.02. 19:00;0,25589;0;0;1,48;-2,66
04.02. 20:00;1,0206;0;0;1,29;-2,86
04.02. 21:00;0,45149;0;0;1,21;-3,06
04.02. 22:00;0,16535;0;0;0,59;-3,26
04.02. 23:00;0,016283;0;0;0,38;-3,46
05.02. 00:00;0,016309;0;0;0,19;-3,15
05.02. 01:00;0,016054;0;0;0,1;-2,73
05.02. 02:00;0,016185;0;0;0,03;-2,32
05.02. 03:00;0,16601;0;0;0,03;-2,06
05.02. 04:00;0,016037;0;0;0,1;-1,79
05.02. 05:00;0,016206;0;0;0,32;-1,53
05.02. 06:00;0,20822;0;0;0,86;-1,32
05.02. 07:00;0,41308;0;0;0,94;-1,11
05.02. 08:00;0,16938;0,012312;0;0,78;-0,46
05.02. 09:00;0,016333;2,301;2,2847;0,61;1,88
05.02. 10:00;0,015864;3,4153;3,3995;0,53;3,9
05.02. 11:00;0,016029;4,8278;4,8118;0,54;5,79
05.02. 12:00;0,016051;5,7666;5,7505;0,49;7,3
05.02. 13:00;0,16679;5,633;5,4662;0,44;8,28
05.02. 14:00;0,016259;6,0123;5,996;0,43;8,89
05.02. 15:00;0,016223;4,2085;4,1923;0,43;8,78
05.02. 16:00;0,016075;3,0112;2,9951;0,47;7,94
05.02. 17:00;1,3068;5,79E-05;0;0,57;6,67
05.02. 18:00;1,029;0;0;0,69;6,35
05.02. 19:00;0,3993;0;0;0,82;6,02
05.02. 20:00;1,2569;0;0;0,9;5,69
05.02. 21:00;0,67113;0;0;0,86;5,36
05.02. 22:00;0,2396;0;0;0,49;5,03
05.02. 23:00;0,16397;0;0;0,3;4,71
06.02. 00:00;0,016087;0;0;0,2;3,96
06.02. 01:00;0,015953;0;0;0,13;3,13
06.02. 02:00;0,016132;0;0;0,05;2,31
06.02. 03:00;0,016097;0;0;0,05;1,86
06.02. 04:00;0,16243;0;0;0,14;1,41
06.02. 05:00;0,016155;0;0;0,38;0,96
06.02. 06:00;0,20564;0;0;0,98;0,64
06.02. 07:00;0,45477;0;0;1,02;0,31
06.02. 08:00;0,30336;0,00045685;0;0,85;0,34
06.02. 09:00;0,33649;0,23754;0;0,71;0,75
06.02. 10:00;0,016112;1,2622;1,2461;0,68;1,5
06.02. 11:00;0,016082;1,9073;1,8912;0,6;2,16
06.02. 12:00;0,016172;5,3179;5,3017;0,56;3,23
06.02. 13:00;0,016238;1,8449;1,8286;0,57;3,34
06.02. 14:00;0,1636;6,1446;5,981;0,52;3,85
06.02. 15:00;0,016576;5,081;5,0645;0,51;3,95
06.02. 16:00;0,01619;0,12099;0,1048;0,72;3,23
06.02. 17:00;0,016249;0;0;0,81;2,5
06.02. 18:00;0,8465;0;0;0,93;2,12
06.02. 19:00;1,928;0;0;1,17;1,73
06.02. 20:00;0,78894;0;0;1,36;1,35
06.02. 21:00;0,39905;0;0;1,26;0,97
06.02. 22:00;0,047372;0;0;0,84;0,58
06.02. 23:00;0,016103;0;0;0,62;0,2
07.02. 00:00;0,16493;0;0;0,55;0,1
07.02. 01:00;0,016103;0;0;0,46;0,06
07.02. 02:00;0,016013;0;0;0,35;0,01
07.02. 03:00;0,016085;0;0;0,42;0,01
07.02. 04:00;0,016217;0;0;0,47;0,01
07.02. 05:00;0,16483;0;0;0,98;0
07.02. 06:00;0,40055;0;0;1,75;0,02
07.02. 07:00;0,64185;0;0;1,74;0,03
07.02. 08:00;0,02009;0,023097;0,0030073;1,6;0,67
07.02. 09:00;0,016303;2,9083;2,892;1,33;2,9
07.02. 10:00;0,16826;5,1152;4,947;0,89;5,06
07.02. 11:00;0,01628;5,7496;5,7333;0,88;6,73
07.02. 12:00;0,016133;2,9149;2,8988;0,65;7,14
07.02. 13:00;0,01626;5,3697;5,3535;0,63;7,91
07.02. 14:00;0,016149;6,3979;6,3817;0,59;8,47
07.02. 15:00;0,16549;2,8328;2,6673;0,61;8,1
07.02. 16:00;0,016182;2,0889;2,0728;0,64;7,28
07.02. 17:00;1,2231;0,00033554;0;0,82;6,13
07.02. 18:00;1,0566;0;0;0,91;5,67
07.02. 19:00;0,2754;0;0;1,07;5,21
07.02. 20:00;0,76852;0;0;1,27;4,75
07.02. 21:00;0,89493;0;0;1,17;4,29
07.02. 22:00;0,50844;0;0;0,53;3,83
07.02. 23:00;0,29922;0;0;0,34;3,37
08.02. 00:00;0,016039;0;0;0,49;2,74
08.02. 01:00;0,16479;0;0;0,55;2,02
08.02. 02:00;0,016182;0;0;0,48;1,31
08.02. 03:00;0,01618;0;0;0,67;0,92
08.02. 04:00;0,016224;0;0;0,97;0,29
08.02. 05:00;0,016108;0;0;1,67;0,13
08.02. 06:00;0,34493;0;0;2,97;-0,16
08.02. 07:00;0,32595;0;0;3,11;-0,45
08.02. 08:00;0,082495;0,00091665;0;2,41;-0,48
08.02. 09:00;0,01628;0,14203;0,12575;1,93;-0,44
08.02. 10:00;0,016281;0,49423;0,47794;1,5;-0,41
08.02. 11:00;0,16705;0,66805;0,50101;1,29;-0,39
08.02. 12:00;0,01603;0,74991;0,73388;1,23;-0,45
08.02. 13:00;0,016237;0,88025;0,86401;1,22;-1,03
08.02. 14:00;0,016094;0,68744;0,67134;1,01;-0,49
08.02. 15:00;0,016189;0,27796;0,26177;1,01;-0,57
08.02. 16:00;0,16918;0,034541;0;1,38;-0,75
08.02. 17:00;0,52824;0;0;2,08;-1
08.02. 18:00;1,6017;0;0;2,4;-1,39
08.02. 19:00;1,2804;0;0;2,67;-1,73
08.02. 20:00;0,64443;0;0;3,2;-2,17
08.02. 21:00;0,70641;0;0;3,38;-2,6
08.02. 22:00;0,15855;0;0;2,3;-3,04
08.02. 23:00;0,01623;0;0;2,26;-3,47
09.02. 00:00;0,016189;0;0;1,99;-3,88
09.02. 01:00;0,016159;0;0;2,1;-4,34
09.02. 02:00;0,16369;0;0;2,07;-4,79
09.02. 03:00;0,01609;0;0;2;-5,04
09.02. 04:00;0,0162;0;0;2,11;-5,29
09.02. 05:00;0,01629;0;0;2,67;-5,53
09.02. 06:00;0,21419;0;0;3,92;-5,71
09.02. 07:00;0,878;0;0;3,48;-5,89
09.02. 08:00;0,25331;0,03873;0;3,09;-5,26
09.02. 09:00;2,2816;3,8973;1,6157;2,37;-2,91
09.02. 10:00;2,8514;5,3355;2,4841;2,05;-1,02
09.02. 11:00;1,1079;5,4034;4,2954;1,74;0,28
09.02. 12:00;3,9272;6,7464;2,8193;1,29;1,45
09.02. 13:00;2,2449;7,0695;4,8246;1,4;2,25
09.02. 14:00;2,0807;6,0222;3,9415;1,26;2,5
09.02. 15:00;0,45404;5,1193;4,6652;1,16;2,27
09.02. 16:00;0,95407;2,9269;1,9729;1,51;1,3
09.02. 17:00;1,3678;0,00054921;0;1,86;-0,08
09.02. 18:00;1,528;0;0;2,18;-0,26
09.02. 19:00;0,53262;0;0;2,18;-0,44
09.02. 20:00;0,42852;0;0;2,6;-0,62
09.02. 21:00;0,35646;0;0;2,48;-0,8
09.02. 22:00;0,20847;0;0;1,34;-0,99
09.02. 23:00;0,016387;0;0;1,17;-1,17
10.02. 00:00;0,016071;0;0;0,96;-1,19
10.02. 01:00;0,016145;0;0;0,85;-1,19
10.02. 02:00;0,016137;0;0;0,78;-1,2
10.02. 03:00;0,16485;0;0;0,7;-1,19
10.02. 04:00;0,016069;0;0;0,86;-1,18
10.02. 05:00;0,01605;0;0;1,1;-1,17
10.02. 06:00;0,37696;0;0;1,38;-1,16
10.02. 07:00;0,3322;0;0;1,48;-1,15
10.02. 08:00;0,74761;0,0061595;0;1,64;-0,76
10.02. 09:00;0,048974;0,7822;0,73323;1,99;0,57
10.02. 10:00;0,10286;0,98782;0,88495;1,95;1,37
10.02. 11:00;0,075642;1,3188;1,2432;1,91;2,09
10.02. 12:00;0,95358;1,8252;0,87159;1,61;2,85
10.02. 13:00;1,4738;1,923;0,4492;1,33;3,39
10.02. 14:00;0,31373;1,583;1,2693;1,12;3,62
10.02. 15:00;0,37232;1,3623;0,99;1,05;3,65
10.02. 16:00;0,28863;0,41164;0,12301;1,28;3,15
10.02. 17:00;1,2548;0;0;1,48;2,44
10.02. 18:00;1,1511;0;0;1,43;2,25
10.02. 19:00;0,76123;0;0;1,55;1,98
10.02. 20:00;0,53086;0;0;1,54;1,88
10.02. 21:00;1,1584;0;0;1,15;1,69
10.02. 22:00;0,016017;0;0;0,64;1,5
10.02. 23:00;0,16855;0;0;0,39;1,31
11.02. 00:00;0,016297;0;0;0,25;1,01
11.02. 01:00;0,016163;0;0;0,15;0,69
11.02. 02:00;0,016089;0;0;0,09;0,38
