Zeit;Verbrauch ;PV-Ertrag;Netzeinspeisung ;Thermische Last 
29.04. 07:00;0,4429;1,9834;1,5405;5,3
29.04. 08:00;0,22114;2,1624;1,9413;4,6
29.04. 09:00;0,016168;2,6152;2,5991;3,5
29.04. 10:00;0,016366;0,46006;0,44369;3,4
29.04. 11:00;0,16595;4,2713;4,1054;2,7
29.04. 12:00;0,016093;5,3465;5,3304;2,5
29.04. 13:00;0,016252;4,8222;4,8059;2,6
29.04. 14:00;0,016074;1,0918;1,0758;2,6
29.04. 15:00;0,016151;5,3021;5,286;2,4
29.04. 16:00;0,16388;4,9812;4,8173;3
29.04. 17:00;1,184;2,6506;1,4666;3,6
29.04. 18:00;4,3718;0,19383;0;4,4
29.04. 19:00;2,5091;0;0;4,5
29.04. 20:00;1,085;0;0;4,5
29.04. 21:00;1,125;0;0;4,4
29.04. 22:00;0,46889;0;0;2,5
29.04. 23:00;0,016256;0;0;2,1
30.04. 00:00;0,016183;0;0;2,3
30.04. 01:00;0,016065;0;0;2,2
30.04. 02:00;0,16886;0;0;2,1
30.04. 03:00;0,016173;0;0;1,7
30.04. 04:00;0,016105;0;0;2,3
30.04. 05:00;0,015952;0,001298;0;2,8
30.04. 06:00;0,19488;0,67175;0,47687;3,4
30.04. 07:00;0,79009;1,5236;0,73352;3,4
30.04. 08:00;0,20129;3,7656;3,5643;2,7
30.04. 09:00;0,016053;1,7015;1,6855;2
30.04. 10:00;0,016124;4,4905;4,4744;1,6
30.04. 11:00;0,016215;4,5;4,4837;1,6
30.04. 12:00;0,16704;6,3463;6,1792;1,5
30.04. 13:00;0,016132;2,6103;2,5942;1,5
30.04. 14:00;0,016126;0,55485;0,53872;1,4
30.04. 15:00;0,016271;1,2046;1,1883;1,5
30.04. 16:00;0,016312;2,2704;2,2541;1,5
30.04. 17:00;0,48843;2,8958;2,4074;1,8
30.04. 18:00;1,8209;0,59009;0;2,3
30.04. 19:00;0,53223;0,053775;0;3,2
30.04. 20:00;0,16557;0;0;3,3
30.04. 21:00;0,38347;0;0;3,7
30.04. 22:00;0,21547;0;0;2,7
30.04. 23:00;0,01617;0;0;2,3
01.05. 00:00;0,016112;0;0;2
01.05. 01:00;0,016248;0;0;1,9
01.05. 02:00;0,015964;0;0;2,1
01.05. 03:00;0,16452;0;0;1,9
01.05. 04:00;0,016191;0;0;2
01.05. 05:00;0,01602;0,0086402;0;1,9
01.05. 06:00;0,20043;0,7465;0,54607;3
01.05. 07:00;0,4964;2,7212;2,2248;2,2
01.05. 08:00;0,45416;3,4315;2,9773;1,7
01.05. 09:00;0,11517;4,7823;4,6672;1,7
01.05. 10:00;0,016206;5,3466;5,3303;1,8
01.05. 11:00;0,016245;5,0995;5,0832;1,7
01.05. 12:00;0,016053;4,0702;4,0542;1,7
01.05. 13:00;0,16416;4,7066;4,5425;1,5
01.05. 14:00;0,016215;4,035;4,0188;1,5
01.05. 15:00;0,015942;3,5329;3,517;1,4
01.05. 16:00;0,016292;2,1556;2,1393;1,4
01.05. 17:00;0,016283;1,5407;1,5244;1,6
01.05. 18:00;1,4866;0,097625;0;1,7
01.05. 19:00;1,1846;5,25E-05;0;1,9
01.05. 20:00;0,33425;0;0;2,5
01.05. 21:00;0,41887;0;0;2,7
01.05. 22:00;0,50418;0;0;2,3
01.05. 23:00;0,33268;0;0;2,2
02.05. 00:00;0,016036;0;0;2
02.05. 01:00;0,016195;0;0;2,1
02.05. 02:00;0,016263;0;0;2,3
02.05. 03:00;0,016174;0;0;2,2
02.05. 04:00;0,16556;0;0;2,2
02.05. 05:00;0,016074;0,00085827;0;2,8
02.05. 06:00;0,16183;0,45047;0,28865;3
02.05. 07:00;0,2063;1,3236;1,1173;2,5
02.05. 08:00;0,15755;2,3802;2,2227;1,7
02.05. 09:00;0,16113;3,2334;3,0723;1,5
02.05. 10:00;0,016191;3,4634;3,4472;1,4
02.05. 11:00;0,016186;3,2749;3,2587;1,3
02.05. 12:00;0,016191;3,6266;3,6104;1,3
02.05. 13:00;0,016308;2,6372;2,6209;1,2
02.05. 14:00;0,16476;2,1667;2,0019;1,1
02.05. 15:00;0,01633;1,7365;1,7202;1,2
02.05. 16:00;0,016083;1,2658;1,2497;1,3
02.05. 17:00;1,8486;0,88208;0;1,4
02.05. 18:00;1,043;0,39393;0;1,4
02.05. 19:00;0,43063;7,13E-05;0;1,7
02.05. 20:00;0,19402;0;0;2
02.05. 21:00;1,2582;0;0;2,3
02.05. 22:00;0,4394;0;0;1,7
02.05. 23:00;0,20177;0;0;1,7
03.05. 00:00;0,16418;0;0;1,8
03.05. 01:00;0,016079;0;0;1,9
03.05. 02:00;0,016286;0;0;2,1
03.05. 03:00;0,016278;0;0;2,1
03.05. 04:00;0,015933;0;0;2,1
03.05. 05:00;0,16574;0,00016924;0;2,5
03.05. 06:00;0,016353;0,30116;0,28481;3,3
03.05. 07:00;0,20234;1,0469;0,84458;3
03.05. 08:00;0,017333;2,1017;2,0843;2,2
03.05. 09:00;0,01617;3,0111;2,995;1,7
03.05. 10:00;0,16763;2,9164;2,7488;1,6
03.05. 11:00;0,016222;3,2771;3,2609;1,6
03.05. 12:00;0,016156;2,153;2,1368;1,5
03.05. 13:00;0,016152;3,3471;3,331;1,7
03.05. 14:00;0,016107;2,1001;2,084;1,7
03.05. 15:00;0,16512;2,2262;2,0611;1,7
03.05. 16:00;0,016063;2,5287;2,5126;1,8
03.05. 17:00;1,9086;2,0569;0,14831;2,3
03.05. 18:00;1,2926;0,6933;0;2,4
03.05. 19:00;0,2992;0,00743;0;3
03.05. 20:00;0,26293;0;0;3,2
03.05. 21:00;0,41138;0;0;3,6
03.05. 22:00;0,96475;0;0;2,7
03.05. 23:00;0,050424;0;0;2,5
04.05. 00:00;0,01626;0;0;2,9
04.05. 01:00;0,1676;0;0;3
04.05. 02:00;0,016106;0;0;3,1
04.05. 03:00;0,015905;0;0;3,6
04.05. 04:00;0,016173;0;0;4,1
04.05. 05:00;0,015969;0,015096;0;4,9
04.05. 06:00;0,34577;0,80134;0,45558;5,9
04.05. 07:00;0,23221;1,4308;1,1985;5
04.05. 08:00;0,36465;3,5774;3,2128;4,4
04.05. 09:00;0,61652;6,9778;6,3612;3,8
04.05. 10:00;3,6377;8,9686;5,3309;3
04.05. 11:00;1,4812;5,0867;3,6054;2,9
04.05. 12:00;2,426;5,1587;2,7326;2,6
04.05. 13:00;0,5198;3,9291;3,4093;2,9
04.05. 14:00;3,2264;3,2392;0,01285;2,6
04.05. 15:00;2,6196;3,772;1,1524;2,6
04.05. 16:00;2,02;2,6674;0,64736;2,9
04.05. 17:00;1,4174;1,216;0;3,4
04.05. 18:00;1,1101;0,011064;0;3,7
04.05. 19:00;0,46437;0,00014445;0;4,7
04.05. 20:00;1,1034;0;0;4,7
04.05. 21:00;1,9528;0;0;4,4
04.05. 22:00;0,25871;0;0;3
04.05. 23:00;0,01611;0;0;2,6
05.05. 00:00;0,016258;0;0;2,5
05.05. 01:00;0,01618;0;0;2,4
05.05. 02:00;0,16948;0;0;2,1
05.05. 03:00;0,015972;0;0;2,2
05.05. 04:00;0,016274;0;0;2,5
05.05. 05:00;0,016239;0,022075;0,0058363;3,1
05.05. 06:00;0,20502;0,71272;0,5077;4,1
05.05. 07:00;0,53209;3,0082;2,4761;4,2
05.05. 08:00;0,16847;5,1263;4,9578;4,1
05.05. 09:00;0,29746;6,7327;6,4353;3,8
05.05. 10:00;0,016155;7,9714;7,9552;3,5
05.05. 11:00;0,25599;4,0118;3,7558;3,3
05.05. 12:00;0,45315;4,3475;3,8943;2,9
05.05. 13:00;1,6454;4,5385;2,8932;2,9
05.05. 14:00;0,91042;4,3332;3,4228;2,7
05.05. 15:00;0,046297;3,2834;3,2371;2,6
05.05. 16:00;0,45649;2,4867;2,0302;2,8
05.05. 17:00;0,89959;1,6496;0,74999;2,9
05.05. 18:00;0,96222;0,6789;0;3,5
05.05. 19:00;0,44868;0,0055421;0;3,4
05.05. 20:00;0,45301;0;0;3,5
05.05. 21:00;0,28839;0;0;3,3
05.05. 22:00;0,30242;0;0;1,8
05.05. 23:00;0,016136;0;0;1,5
06.05. 00:00;0,0163;0;0;1,4
06.05. 01:00;0,016254;0;0;1,3
06.05. 02:00;0,016275;0;0;1,3
06.05. 03:00;0,16664;0;0;1,5
06.05. 04:00;0,016133;0;0;1,7
06.05. 05:00;0,016128;0,02202;0,005892;2,3
06.05. 06:00;0,19508;0,83796;0,64288;3
06.05. 07:00;0,64762;2,2536;1,606;2,9
06.05. 08:00;0,35563;3,5407;3,1851;2,6
06.05. 09:00;0,016279;5,2377;5,2215;2,8
06.05. 10:00;0,016174;6,5013;6,4851;2,8
06.05. 11:00;0,015988;7,4141;7,3981;2,4
06.05. 12:00;0,016195;8,362;8,3459;2,4
06.05. 13:00;0,1677;8,4415;8,2738;2,2
06.05. 14:00;0,016228;6,9951;6,9789;2,2
06.05. 15:00;0,016048;5,8857;5,8696;2,4
06.05. 16:00;0,01626;4,1835;4,1672;2,1
06.05. 17:00;0,69042;2,5521;1,8617;2
06.05. 18:00;1,5017;0,61435;0;2,4
06.05. 19:00;0,055114;0,030072;0;2,5
06.05. 20:00;0,12097;0;0;2,5
06.05. 21:00;1,2568;0;0;2,7
06.05. 22:00;0,14099;0;0;1,5
06.05. 23:00;0,17204;0;0;1,5
07.05. 00:00;0,016085;0;0;1,5
07.05. 01:00;0,016209;0;0;1,8
07.05. 02:00;0,016191;0;0;1,4
07.05. 03:00;0,01614;0;0;1,4
07.05. 04:00;0,16468;0;0;1,9
07.05. 05:00;0,016187;0,028472;0,012285;2,2
07.05. 06:00;0,19401;0,85045;0,65644;2,3
07.05. 07:00;0,60206;2,5604;1,9583;2
07.05. 08:00;0,016187;4,5819;4,5657;1,3
07.05. 09:00;0,16318;6,2127;6,0495;1,2
07.05. 10:00;0,0162;7,5856;7,5694;1,1
07.05. 11:00;0,016225;8,4041;8,3879;1
07.05. 12:00;0,016311;8,7415;8,7252;1
07.05. 13:00;0,016158;8,39;8,3739;1
07.05. 14:00;0,16775;7,5418;7,3741;0,9
07.05. 15:00;0,016158;6,2657;6,2495;0,9
07.05. 16:00;0,016178;4,5514;4,5352;1
07.05. 17:00;1,6029;2,57;0,96704;1,2
07.05. 18:00;0,9197;0,68208;0;1,2
07.05. 19:00;0,28777;0,026449;0;1,4
07.05. 20:00;0,35905;0;0;1,5
07.05. 21:00;0,84284;0;0;1,4
07.05. 22:00;1,0955;0;0;0,8
07.05. 23:00;0,42928;0;0;0,6
08.05. 00:00;0,165;0;0;0,8
08.05. 01:00;0,016156;0;0;1
08.05. 02:00;0,016097;0;0;1
08.05. 03:00;0,016252;0;0;1
08.05. 04:00;0,016295;0;0;1,1
08.05. 05:00;0,16589;0,03143;0;1,6
08.05. 06:00;0,19727;0,88893;0,69166;2,1
08.05. 07:00;0,30532;2,4186;2,1133;2,2
08.05. 08:00;0,12376;4,2686;4,1449;2,1
08.05. 09:00;0,016101;6,1233;6,1072;1,6
08.05. 10:00;0,16688;7,3282;7,1613;1,6
08.05. 11:00;0,016114;8,3633;8,3472;1,2
08.05. 12:00;0,016179;8,478;8,4618;1,1
08.05. 13:00;0,016229;8,0884;8,0722;1,2
08.05. 14:00;0,016184;7,2571;7,241;1,1
08.05. 15:00;0,16703;6,0054;5,8384;1,2
08.05. 16:00;0,016194;4,2204;4,2043;1,2
08.05. 17:00;1,02;2,4328;1,4127;1,3
08.05. 18:00;0,9742;0,76183;0;1,9
08.05. 19:00;0,0162;0,02931;0,01311;2,7
08.05. 20:00;0,26365;0;0;2,9
08.05. 21:00;0,48526;0;0;3,3
08.05. 22:00;0,50437;0;0;2,7
08.05. 23:00;0,056699;0;0;2,3
09.05. 00:00;0,016088;0;0;2,9
09.05. 01:00;0,1703;0;0;3,2
09.05. 02:00;0,016287;0;0;3,5
09.05. 03:00;0,016223;0;0;3,5
09.05. 04:00;0,016133;0;0;4,1
09.05. 05:00;0,016215;0,12143;0,10521;4,2
09.05. 06:00;0,3417;0,82889;0,48719;4,7
09.05. 07:00;0,3392;1,6882;1,349;3,7
09.05. 08:00;0,066651;3,1354;3,0687;2,8
09.05. 09:00;0,0162;4,5274;4,5112;1,9
09.05. 10:00;0,016084;4,8915;4,8755;1,9
09.05. 11:00;0,16611;5,1509;4,9848;1,8
09.05. 12:00;0,016348;4,7052;4,6889;1,6
09.05. 13:00;0,016083;4,5958;4,5797;1,7
09.05. 14:00;0,01638;6,3219;6,3056;1,5
09.05. 15:00;0,016268;6,1135;6,0972;1,6
09.05. 16:00;0,16595;4,5977;4,4317;1,7
09.05. 17:00;0,77237;3,0006;2,2282;2,1
09.05. 18:00;1,5475;0,68224;0;2,3
09.05. 19:00;0,38537;0,062021;0;2,8
09.05. 20:00;0,22161;0;0;2,9
09.05. 21:00;0,60092;0;0;3,1
09.05. 22:00;0,77488;0;0;1,8
09.05. 23:00;0,016031;0;0;1,6
10.05. 00:00;0,016134;0;0;1,3
10.05. 01:00;0,016233;0;0;1,5
10.05. 02:00;0,16362;0;0;2
10.05. 03:00;0,016305;0;0;2,5
10.05. 04:00;0,016198;0;0;1,8
10.05. 05:00;0,016167;0,052503;0,036336;1,9
10.05. 06:00;0,29155;0,91551;0,62396;2,2
10.05. 07:00;0,47794;2,9743;2,4963;2,1
10.05. 08:00;0,024867;4,415;4,3901;1,9
10.05. 09:00;0,016075;3,9179;3,9018;1,4
10.05. 10:00;0,016285;4,8045;4,7882;1,6
10.05. 11:00;0,016121;3,4154;3,3993;1,5
10.05. 12:00;0,16143;4,9819;4,8205;1,5
10.05. 13:00;0,016187;6,7809;6,7647;1,3
10.05. 14:00;0,016174;6,6837;6,6676;1,2
10.05. 15:00;0,016151;6,8676;6,8514;1,2
10.05. 16:00;0,016036;4,4113;4,3953;1,2
10.05. 17:00;0,75484;2,7494;1,9945;1,2
10.05. 18:00;1,0435;0,70975;0;1,4
10.05. 19:00;1,3314;0,085207;0;1,5
10.05. 20:00;1,4037;0;0;1,4
10.05. 21:00;1,1687;0;0;1,3
10.05. 22:00;0,36132;0;0;0,8
10.05. 23:00;0,096235;0;0;0,8
11.05. 00:00;0,016194;0;0;1,1
11.05. 01:00;0,016196;0;0;1
11.05. 02:00;0,016042;0;0;1,2
11.05. 03:00;0,16511;0;0;1,2
11.05. 04:00;0,016026;0;0;1,4
11.05. 05:00;0,015914;0,056216;0,040302;1,5
11.05. 06:00;0,16182;0,90751;0,74568;2,3
11.05. 07:00;0,20682;2,3368;2,13;2,3
11.05. 08:00;3,7838;3,1991;0;2
11.05. 09:00;1,9807;5,3862;3,4054;1,6
11.05. 10:00;1,2887;5,2574;3,9686;1,4
11.05. 11:00;0,30822;6,0267;5,7185;1,5
11.05. 12:00;0,97961;6,9651;5,9855;1,4
11.05. 13:00;1,1281;7,0536;5,9255;1,3
11.05. 14:00;0,17058;6,3275;6,157;1,1
11.05. 15:00;0,016102;4,7569;4,7408;1,1
11.05. 16:00;0,68391;3,9025;3,2186;1,2
11.05. 17:00;0,75003;2,8315;2,0815;1,5
11.05. 18:00;1,0177;0,70261;0;1,6
11.05. 19:00;1,1971;0,314;0;2
11.05. 20:00;1,0158;0;0;2,2
11.05. 21:00;0,38567;0;0;2,4
11.05. 22:00;0,14619;0;0;1,9
11.05. 23:00;0,16593;0;0;1,9
12.05. 00:00;0,016148;0;0;2,2
12.05. 01:00;0,016155;0;0;2,2
12.05. 02:00;0,016122;0;0;2,2
12.05. 03:00;0,016122;0;0;2,4
12.05. 04:00;0,16997;0;0;2,3
12.05. 05:00;0,016249;0,019483;0,0032336;2,2
12.05. 06:00;0,19317;0,89067;0,69751;2,2
12.05. 07:00;0,46406;2,9292;2,4652;2
12.05. 08:00;0,46266;5,0981;4,6355;1,7
12.05. 09:00;0,16468;7,0038;6,8391;1,8
12.05. 10:00;0,023733;8,3527;8,329;2
12.05. 11:00;0,2649;9,1127;8,8478;1,8
12.05. 12:00;1,1572;9,3763;8,2192;2,3
12.05. 13:00;1,1752;9,0102;7,835;2,1
12.05. 14:00;0,57878;8,1929;7,6141;2,2
12.05. 15:00;0,053447;6,8232;6,7698;1,9
12.05. 16:00;1,1154;4,9731;3,8577;2,2
12.05. 17:00;1,1411;2,8175;1,6764;2,3
12.05. 18:00;0,71657;0,73604;0,019467;2,6
12.05. 19:00;0,44192;0,35415;0;2,7
12.05. 20:00;0,18992;0;0;3,1
12.05. 21:00;1,0751;0;0;2,8
12.05. 22:00;0,20417;0;0;1,9
12.05. 23:00;0,016309;0;0;1,8
13.05. 00:00;0,16491;0;0;1,6
13.05. 01:00;0,016114;0;0;1,5
13.05. 02:00;0,016123;0;0;1,5
13.05. 03:00;0,016122;0;0;1,5
13.05. 04:00;0,016092;0;0;1,6
13.05. 05:00;0,16694;0,015639;0;1,6
13.05. 06:00;0,25365;0,94169;0,68804;1,9
13.05. 07:00;0,23604;2,3451;2,109;1,7
13.05. 08:00;0,14837;3,5218;3,3734;1,7
13.05. 09:00;0,055725;5,4889;5,4332;1,4
13.05. 10:00;0,16578;6,8032;6,6374;1,5
13.05. 11:00;0,016009;9,5443;9,5283;1,4
13.05. 12:00;0,016068;9,8609;9,8448;1,4
13.05. 13:00;0,016157;6,9483;6,9321;1,2
13.05. 14:00;0,016084;6,3801;6,3641;1,1
13.05. 15:00;0,16561;3,3868;3,2212;1,1
13.05. 16:00;0,016242;2,3358;2,3196;1,2
13.05. 17:00;0,27822;0,94273;0,66451;1,2
13.05. 18:00;1,5815;0,60598;0;1,3
13.05. 19:00;0,26999;0,01166;0;1,4
13.05. 20:00;0,19366;0;0;1,4
13.05. 21:00;0,31037;0;0;1,6
13.05. 22:00;0,50574;0;0;1
13.05. 23:00;0,26177;0;0;0,9
14.05. 00:00;0,016108;0;0;1
14.05. 01:00;0,16567;0;0;0,9
14.05. 02:00;0,016224;0;0;0,9
14.05. 03:00;0,016156;0;0;0,9
14.05. 04:00;0,016082;0;0;1
14.05. 05:00;0,01604;0,082712;0,066672;1,2
14.05. 06:00;0,34341;0,99106;0,64765;1,5
14.05. 07:00;0,44595;2,4509;2,0049;1,2
14.05. 08:00;0,064763;4,1113;4,0466;1,1
14.05. 09:00;0,016183;5,7522;5,736;1
14.05. 10:00;0,016252;7,2118;7,1956;0,9
14.05. 11:00;0,16526;7,9071;7,7418;0,9
14.05. 12:00;0,016149;8,3687;8,3525;0,8
14.05. 13:00;0,016077;8,1911;8,175;0,8
14.05. 14:00;0,016253;7,1896;7,1733;0,8
14.05. 15:00;0,016056;6,0405;6,0244;0,8
14.05. 16:00;0,16469;4,5292;4,3645;0,8
14.05. 17:00;0,01611;2,6087;2,5926;0,9
14.05. 18:00;1,7418;0,82065;0;1
14.05. 19:00;0,24158;0,037289;0;1,2
14.05. 20:00;0,17331;0;0;1,2
14.05. 21:00;0,65736;0;0;1,4
14.05. 22:00;0,25899;0;0;1,2
14.05. 23:00;0,016147;0;0;1,1
15.05. 00:00;0,01618;0;0;1,1
15.05. 01:00;0,016249;0;0;1
15.05. 02:00;0,16549;0;0;0,9
15.05. 03:00;0,016344;0;0;1
15.05. 04:00;0,01608;0;0;1
15.05. 05:00;0,016073;0,017343;0,0012698;1,1
15.05. 06:00;0,19496;0,87908;0,68411;1,5
15.05. 07:00;0,7762;3,0597;2,2835;1,5
15.05. 08:00;0,082804;3,4901;3,4073;1,2
15.05. 09:00;0,016056;4,4118;4,3958;1,1
15.05. 10:00;0,016076;4,874;4,858;1,1
15.05. 11:00;0,016042;5,0152;4,9992;1
15.05. 12:00;0,16549;4,6096;4,4441;1
15.05. 13:00;0,016134;4,7808;4,7647;1
15.05. 14:00;0,016182;4,6733;4,6572;1
15.05. 15:00;0,016238;3,2362;3,22;1
15.05. 16:00;0,01615;2,251;2,2348;1
15.05. 17:00;3,5188;0,98753;0;1,4
15.05. 18:00;3,6863;0,014522;0;1,7
15.05. 19:00;1,4261;0,00055368;0;2
15.05. 20:00;0,52043;0;0;2,3
15.05. 21:00;0,48673;0;0;2,4
15.05. 22:00;0,65535;0;0;1,8
15.05. 23:00;0,13633;0;0;1,9
16.05. 00:00;0,016223;0;0;2,1
16.05. 01:00;0,016325;0;0;2,1
16.05. 02:00;0,016268;0;0;2,5
16.05. 03:00;0,16647;0;0;2,6
16.05. 04:00;0,016214;0;0;2,5
16.05. 05:00;0,016209;0,12176;0,10555;2,8
16.05. 06:00;0,18649;1,0045;0,81798;3
16.05. 07:00;0,24164;2,1308;1,8891;2,7
16.05. 08:00;0,22756;3,0766;2,8491;2,2
16.05. 09:00;0,016143;4,6164;4,6003;1,7
16.05. 10:00;0,016256;5,492;5,4757;1,4
16.05. 11:00;0,01615;6,4134;6,3973;1,3
16.05. 12:00;0,016127;6,6406;6,6245;1,3
16.05. 13:00;0,16379;5,9074;5,7437;1,3
16.05. 14:00;0,01592;5,3236;5,3076;1,2
16.05. 15:00;0,016402;4,5841;4,5677;1,2
16.05. 16:00;0,016215;3,636;3,6198;1,3
16.05. 17:00;0,76482;2,4335;1,6686;1,4
16.05. 18:00;1,7306;0,80514;0;1,5
16.05. 19:00;0,54234;0,027457;0;1,8
16.05. 20:00;0,61999;0;0;2,2
16.05. 21:00;0,84766;0;0;2,3
16.05. 22:00;0,25244;0;0;1,4
16.05. 23:00;0,16379;0;0;1,2
17.05. 00:00;0,016008;0;0;1
17.05. 01:00;0,016189;0;0;1,3
17.05. 02:00;0,015971;0;0;1,2
17.05. 03:00;0,016296;0;0;1,2
17.05. 04:00;0,16864;0;0;1,1
17.05. 05:00;0,016233;0,003766;0;1,7
17.05. 06:00;0,19721;0,085279;0;2,3
17.05. 07:00;0,63297;0,39569;0;2,3
17.05. 08:00;0,067994;0,66191;0,59392;1,9
17.05. 09:00;0,16395;0,8308;0,66685;1,4
17.05. 10:00;0,016137;1,0476;1,0314;1,1
17.05. 11:00;0,016263;1,2268;1,2105;1,1
17.05. 12:00;0,016242;1,1819;1,1657;1
17.05. 13:00;0,016161;0,98851;0,97235;1
17.05. 14:00;0,16396;0,93077;0,76681;1
17.05. 15:00;0,016125;0,81981;0,80368;0,9
17.05. 16:00;0,016312;0,57873;0,56242;1
17.05. 17:00;0,016244;0,30234;0,2861;1,1
17.05. 18:00;2,1911;0,064588;0;1,3
17.05. 19:00;0,65352;0,0023088;0;1,5
17.05. 20:00;0,30802;0;0;1,7
17.05. 21:00;0,31575;0;0;2
17.05. 22:00;0,23057;0;0;1,5
17.05. 23:00;0,016216;0;0;1,1
18.05. 00:00;0,16855;0;0;1,3
18.05. 01:00;0,016226;0;0;1,2
18.05. 02:00;0,016158;0;0;1,5
18.05. 03:00;0,016179;0;0;1,8
18.05. 04:00;0,016158;0;0;1,7
18.05. 05:00;0,16889;0,010272;0;1,7
18.05. 06:00;0,19172;0,16465;0;1,7
18.05. 07:00;0,61773;0,50265;0;1,5
18.05. 08:00;1,7493;0,72819;0;1,4
18.05. 09:00;3,0581;0,82046;0;1,2
18.05. 10:00;1,2454;1,0821;0;1,1
18.05. 11:00;1,4678;1,3836;0;1,1
18.05. 12:00;1,8454;1,4017;0;1
18.05. 13:00;0,9061;1,3545;0,44838;1
18.05. 14:00;0,93228;1,3689;0,4366;0,9
18.05. 15:00;1,0898;1,1759;0,086149;1
18.05. 16:00;1,3959;0,78146;0;1
18.05. 17:00;1,167;0,55831;0;1,1
18.05. 18:00;0,22963;0,15192;0;1,2
18.05. 19:00;0,36465;0,0077657;0;1,4
18.05. 20:00;0,92665;0;0;1,8
18.05. 21:00;0,74866;0;0;2
18.05. 22:00;0,066009;0;0;1,6
18.05. 23:00;0,016307;0;0;1,6
19.05. 00:00;0,016349;0;0;2,1
19.05. 01:00;0,16375;0;0;2,7
19.05. 02:00;0,015943;0;0;2,6
19.05. 03:00;0,016258;0;0;2,9
19.05. 04:00;0,016336;0;0;2,7
19.05. 05:00;0,016144;0,1423;0,12615;2,3
19.05. 06:00;0,34097;0,88012;0,53915;2,4
19.05. 07:00;0,30765;1,353;1,0454;1,5
19.05. 08:00;0,089982;1,4049;1,3149;1,4
19.05. 09:00;0,36181;5,0035;4,6417;1,7
19.05. 10:00;0,1006;4,8478;4,7472;1,7
19.05. 11:00;0,35299;5,0659;4,7129;1,6
19.05. 12:00;0,76087;7,4819;6,721;1,5
19.05. 13:00;0,73844;4,1088;3,3703;1,4
19.05. 14:00;0,96765;2,4958;1,5281;1,3
19.05. 15:00;0,25086;0,39958;0,14871;1,3
19.05. 16:00;0,45217;1,5403;1,0881;1,3
19.05. 17:00;1,166;0,10127;0;1,5
19.05. 18:00;0,09028;0,1441;0,053817;1,5
19.05. 19:00;0,93829;0,098855;0;1,6
19.05. 20:00;1,0715;0;0;1,9
19.05. 21:00;1,02;0;0;1,7
19.05. 22:00;0,092384;0;0;1,7
19.05. 23:00;0,016085;0;0;1,7
20.05. 00:00;0,016111;0;0;1,8
20.05. 01:00;0,016288;0;0;2
20.05. 02:00;0,16568;0;0;1,8
20.05. 03:00;0,01618;0;0;2,1
20.05. 04:00;0,016256;0;0;2
20.05. 05:00;0,016194;0,15599;0,1398;1,9
20.05. 06:00;0,20333;0,98636;0,78303;1,7
20.05. 07:00;0,28867;2,2858;1,9972;1,2
20.05. 08:00;0,063782;3,5836;3,5198;1,2
20.05. 09:00;0,019967;5,2704;5,2504;1,5
20.05. 10:00;0,016179;6,0861;6,0699;1,5
20.05. 11:00;0,016138;6,0897;6,0736;1,5
20.05. 12:00;0,16583;5,4365;5,2707;1,4
20.05. 13:00;0,01624;4,3998;4,3836;1,4
20.05. 14:00;0,016178;6,9721;6,9559;1,3
20.05. 15:00;0,016197;5,0294;5,0132;1,1
20.05. 16:00;0,016263;4,2979;4,2817;1,1
20.05. 17:00;1,3166;2,09;0,77341;1,3
20.05. 18:00;0,67747;0,9189;0,24144;1,2
20.05. 19:00;0,98805;0,01729;0;1,4
20.05. 20:00;0,10531;0;0;1,4
20.05. 21:00;1,2286;0;0;1,3
20.05. 22:00;0,64883;0;0;1,1
20.05. 23:00;0,4221;0;0;0,8
21.05. 00:00;0,016166;0;0;0,7
21.05. 01:00;0,016125;0;0;0,9
21.05. 02:00;0,016107;0;0;0,9
21.05. 03:00;0,16471;0;0;0,9
21.05. 04:00;0,016217;0;0;1,2
21.05. 05:00;0,016292;0,13138;0,11509;0,8
21.05. 06:00;0,18971;1,019;0,82926;0,9
21.05. 07:00;0,1654;2,554;2,3886;0,7
21.05. 08:00;0,306;4,0863;3,7803;0,9
21.05. 09:00;0,015946;5,3382;5,3223;1,1
21.05. 10:00;0,016024;6,3785;6,3625;1,2
21.05. 11:00;0,016143;6,9473;6,9312;1,2
21.05. 12:00;0,016023;7,1244;7,1084;1,1
21.05. 13:00;0,16799;6,8088;6,6408;0,9
21.05. 14:00;0,016221;6,1407;6,1245;0,9
21.05. 15:00;0,016123;5,1943;5,1782;0,8
21.05. 16:00;0,016259;3,8338;3,8176;0,9
21.05. 17:00;1,8594;2,3131;0,45377;0,9
21.05. 18:00;1,2119;0,95021;0;0,9
21.05. 19:00;0,59374;0,12002;0;1
21.05. 20:00;0,016264;0;0;1
21.05. 21:00;0,49086;0;0;1
21.05. 22:00;0,51109;0;0;0,9
21.05. 23:00;0,21133;0;0;0,8
22.05. 00:00;0,016164;0;0;0,8
22.05. 01:00;0,016144;0;0;1
22.05. 02:00;0,016228;0;0;1,1
22.05. 03:00;0,016207;0;0;1,4
22.05. 04:00;0,16858;0;0;1,9
22.05. 05:00;0,016256;0,051288;0,035032;1,7
22.05. 06:00;0,016222;0,78725;0,77103;1,8
22.05. 07:00;0,2573;1,8334;1,5761;1,5
22.05. 08:00;0,047034;2,4468;2,3998;1,3
22.05. 09:00;0,16314;2,5885;2,4253;1,2
